"ID";"RegioS";"Perioden";"WoningvoorraadBeginPeriode_1";"WoningvoorraadToevoegingTotaal_2";"WoningvoorraadToevoegingDoorNieuwbouw_3";"WoningvoorraadToevoegingAnderszins_4";"WoningvoorraadSaldoVermeerdering_14";"WoningvoorraadAdministratieveCorrectie_15";"WoningvoorraadEindePeriode_16"
"1051";"PV27  ";"2001KW02";"1127213";"2047";"1637";"410";"1345";"0";"1128558"
"1052";"PV27  ";"2001KW03";"1128558";"2660";"2429";"231";"2239";"0";"1130797"
"1053";"PV27  ";"2001KW04";"1130797";"5654";"5065";"589";"4972";"-699";"1135070"
"1054";"PV27  ";"2001JJ00";"1125741";"12667";"11153";"1514";"10028";"-699";"1135070"
"1055";"PV27  ";"2002KW01";"1138747";"1619";"1134";"485";"779";"0";"1139526"
"1056";"PV27  ";"2002KW02";"1139526";"2887";"2531";"356";"2300";"0";"1141826"
"1057";"PV27  ";"2002KW03";"1141826";"2296";"1865";"431";"1748";"0";"1143574"
"1058";"PV27  ";"2002KW04";"1143574";"5392";"4982";"410";"4722";"-56";"1148240"
"1059";"PV27  ";"2002JJ00";"1138747";"12194";"10512";"1682";"9549";"-56";"1148240"
"1060";"PV27  ";"2003KW01";"1148240";"1698";"1586";"112";"1606";"0";"1149846"
"1061";"PV27  ";"2003KW02";"1149846";"2496";"1787";"709";"1343";"0";"1151189"
"1062";"PV27  ";"2003KW03";"1151189";"2222";"1709";"513";"1406";"0";"1152595"
"1063";"PV27  ";"2003KW04";"1152595";"6718";"5611";"1107";"5206";"-28";"1157773"
"1064";"PV27  ";"2003JJ00";"1148240";"13134";"10693";"2441";"9561";"-28";"1157773"
"1065";"PV27  ";"2004KW01";"1157773";"1227";"1126";"101";"992";"0";"1158765"
"1066";"PV27  ";"2004KW02";"1158765";"2547";"2104";"443";"1828";"0";"1160593"
"1067";"PV27  ";"2004KW03";"1160593";"1595";"1435";"160";"1313";"0";"1161906"
"1068";"PV27  ";"2004KW04";"1161906";"4491";"4231";"260";"4172";"-65";"1166013"
"1069";"PV27  ";"2004JJ00";"1157773";"9860";"8896";"964";"8305";"-65";"1166013"
"1070";"PV27  ";"2005KW01";"1166013";"2159";"1183";"976";"736";"0";"1166749"
"1071";"PV27  ";"2005KW02";"1166749";"2658";"1969";"689";"941";"0";"1167690"
"1072";"PV27  ";"2005KW03";"1167690";"3092";"2471";"621";"1599";"0";"1169289"
"1073";"PV27  ";"2005KW04";"1169289";"6546";"5126";"1420";"4779";"-242";"1173826"
"1074";"PV27  ";"2005JJ00";"1166013";"14455";"10749";"3706";"8055";"-242";"1173826"
"1075";"PV27  ";"2006KW01";"1173826";"2556";"2062";"494";"1554";"0";"1175380"
"1076";"PV27  ";"2006KW02";"1175380";"2425";"2029";"396";"1962";"0";"1177342"
"1077";"PV27  ";"2006KW03";"1177342";"2724";"2228";"496";"892";"0";"1178234"
"1078";"PV27  ";"2006KW04";"1178234";"6370";"5397";"973";"4779";"-512";"1182501"
"1079";"PV27  ";"2006JJ00";"1173826";"14075";"11716";"2359";"9187";"-512";"1182501"
"1080";"PV27  ";"2007KW01";"1182501";"1905";"1591";"314";"254";"0";"1182755"
"1081";"PV27  ";"2007KW02";"1182755";"1704";"1513";"191";"1322";"0";"1184077"
"1082";"PV27  ";"2007KW03";"1184077";"3662";"2993";"669";"1021";"0";"1185098"
"1083";"PV27  ";"2007KW04";"1185098";"9831";"8850";"981";"8228";"678";"1194004"
"1084";"PV27  ";"2007JJ00";"1182501";"17102";"14947";"2155";"10825";"678";"1194004"
"1085";"PV27  ";"2008KW01";"1196684";"3493";"2628";"865";"2762";"0";"1199446"
"1086";"PV27  ";"2008KW02";"1199446";"2627";"1978";"649";"2074";"0";"1201520"
"1087";"PV27  ";"2008KW03";"1201520";"2167";"2096";"71";"1828";"0";"1203348"
"1088";"PV27  ";"2008KW04";"1203348";"6620";"5856";"764";"4329";"66";"1207743"
"1089";"PV27  ";"2008JJ00";"1196684";"14907";"12558";"2349";"10993";"66";"1207743"
"1090";"PV27  ";"2009KW01";"1207743";"3088";"2574";"514";"2091";"0";"1209834"
"1091";"PV27  ";"2009KW02";"1209834";"2806";"2409";"397";"2024";"0";"1211858"
"1092";"PV27  ";"2009KW03";"1211858";"3163";"2667";"496";"2654";"0";"1214512"
"1093";"PV27  ";"2009KW04";"1214512";"6462";"5792";"670";"4724";"-783";"1218453"
"1094";"PV27  ";"2009JJ00";"1207743";"15519";"13442";"2077";"11493";"-783";"1218453"
"1095";"PV27  ";"2010KW01";"1218453";"1227";"1157";"70";"973";"0";"1219426"
"1096";"PV27  ";"2010KW02";"1219426";"3794";"2801";"993";"1755";"0";"1221181"
"1097";"PV27  ";"2010KW03";"1221181";"3317";"2906";"411";"2463";"0";"1223644"
"1098";"PV27  ";"2010KW04";"1223644";"3312";"3031";"281";"2845";"-611";"1225878"
"1099";"PV27  ";"2010JJ00";"1218453";"11650";"9895";"1755";"8036";"-611";"1225878"
"1100";"PV27  ";"2011KW01";"1225878";"1537";"1140";"397";"698";"0";"1226576"
"1101";"PV27  ";"2011KW02";"1226576";"2215";"1791";"424";"1859";"0";"1228435"
"1102";"PV27  ";"2011KW03";"1228435";"2267";"1773";"494";"1682";"0";"1230117"
"1103";"PV27  ";"2011KW04";"1230117";"5438";"4758";"680";"4450";"-50";"1234455"
"1104";"PV27  ";"2011JJ00";"1225878";"11457";"9462";"1995";"8689";"-50";"1234517"
"1105";"PV28  ";"1995KW01";"1387250";"3303";"3010";"293";"2314";"0";"1389564"
"1106";"PV28  ";"1995KW02";"1389564";"4248";"4078";"170";"3491";"0";"1393055"
"1107";"PV28  ";"1995KW03";"1393055";"4122";"3999";"123";"3124";"0";"1396179"
"1108";"PV28  ";"1995KW04";"1396179";"7383";"6990";"393";"5497";"-7";"1401669"
"1109";"PV28  ";"1995JJ00";"1387250";"19056";"18077";"979";"14426";"-7";"1401669"
"1110";"PV28  ";"1996KW01";"1401669";"2930";"2778";"152";"2190";"0";"1403859"
"1111";"PV28  ";"1996KW02";"1403859";"5094";"4977";"117";"4604";"0";"1408463"
"1112";"PV28  ";"1996KW03";"1408463";"5387";"4864";"523";"4627";"0";"1413090"
"1113";"PV28  ";"1996KW04";"1413090";"6890";"6453";"437";"5819";"-29";"1418880"
"1114";"PV28  ";"1996JJ00";"1401669";"20301";"19072";"1229";"17240";"-29";"1418880"
"1115";"PV28  ";"1997KW01";"1418880";"2549";"2450";"99";"1828";"0";"1420708"
"1116";"PV28  ";"1997KW02";"1420708";"5240";"5075";"165";"4077";"0";"1424785"
"1117";"PV28  ";"1997KW03";"1424785";"4182";"4014";"168";"3203";"0";"1427988"
"1118";"PV28  ";"1997KW04";"1427988";"6073";"5582";"491";"4331";"-576";"1431743"
"1119";"PV28  ";"1997JJ00";"1418880";"18044";"17121";"923";"13439";"-576";"1431743"
"1120";"PV28  ";"1998KW01";"1431743";"3892";"3788";"104";"3501";"0";"1435244"
"1121";"PV28  ";"1998KW02";"1435244";"5239";"5007";"232";"3964";"0";"1439208"
"1122";"PV28  ";"1998KW03";"1439208";"4499";"4204";"295";"3403";"0";"1442611"
"1123";"PV28  ";"1998KW04";"1442611";"6712";"6425";"287";"5020";"-222";"1447409"
"1124";"PV28  ";"1998JJ00";"1431743";"20342";"19424";"918";"15888";"-222";"1447409"
"1125";"PV28  ";"1999KW01";"1447409";"3134";"3025";"109";"2131";"0";"1449540"
"1126";"PV28  ";"1999KW02";"1449540";"4542";"4300";"242";"3728";"0";"1453268"
"1127";"PV28  ";"1999KW03";"1453268";"2993";"2891";"102";"2407";"0";"1455675"
"1128";"PV28  ";"1999KW04";"1455675";"6207";"6052";"155";"5198";"147";"1461020"
"1129";"PV28  ";"1999JJ00";"1447409";"16876";"16268";"608";"13464";"147";"1461020"
"1130";"PV28  ";"2000KW01";"1461020";"2830";"2752";"78";"2207";"0";"1463227"
"1131";"PV28  ";"2000KW02";"1463227";"4142";"4029";"113";"3497";"0";"1466724"
"1132";"PV28  ";"2000KW03";"1466724";"3229";"3105";"124";"2378";"0";"1469102"
"1133";"PV28  ";"2000KW04";"1469102";"5077";"4698";"379";"2855";"522";"1472479"
"1134";"PV28  ";"2000JJ00";"1461020";"15278";"14584";"694";"10937";"522";"1472479"
"1135";"PV28  ";"2001KW01";"1472479";"2684";"2448";"236";"1448";"0";"1473927"
"1136";"PV28  ";"2001KW02";"1473927";"4986";"4784";"202";"4281";"0";"1478208"
"1137";"PV28  ";"2001KW03";"1478208";"4088";"3781";"307";"3119";"0";"1481327"
"1138";"PV28  ";"2001KW04";"1481327";"6252";"5952";"300";"5274";"-1034";"1485567"
"1139";"PV28  ";"2001JJ00";"1472479";"18010";"16965";"1045";"14122";"-1034";"1485567"
"1140";"PV28  ";"2002KW01";"1478049";"2129";"2072";"57";"1133";"0";"1479182"
"1141";"PV28  ";"2002KW02";"1479182";"4444";"4348";"96";"3208";"0";"1482390"
"1142";"PV28  ";"2002KW03";"1482390";"3826";"3682";"144";"3002";"0";"1485392"
"1143";"PV28  ";"2002KW04";"1485392";"7699";"6902";"797";"5744";"-203";"1490933"
"1144";"PV28  ";"2002JJ00";"1478049";"18098";"17004";"1094";"13087";"-203";"1490933"
"1145";"PV28  ";"2003KW01";"1490933";"1629";"1538";"91";"634";"0";"1491567"
"1146";"PV28  ";"2003KW02";"1491567";"3620";"3499";"121";"2562";"0";"1494129"
"1147";"PV28  ";"2003KW03";"1494129";"2358";"2202";"156";"1679";"0";"1495808"
"1148";"PV28  ";"2003KW04";"1495808";"7241";"6719";"522";"4221";"-331";"1499698"
"1149";"PV28  ";"2003JJ00";"1490933";"14848";"13958";"890";"9096";"-331";"1499698"
"1150";"PV28  ";"2004KW01";"1499698";"2988";"2747";"241";"1770";"0";"1501468"
"1151";"PV28  ";"2004KW02";"1501468";"3209";"3099";"110";"2169";"0";"1503637"
"1152";"PV28  ";"2004KW03";"1503637";"2622";"2363";"259";"1265";"0";"1504902"
"1153";"PV28  ";"2004KW04";"1504902";"7377";"6624";"753";"3750";"-249";"1508403"
"1154";"PV28  ";"2004JJ00";"1499698";"16196";"14833";"1363";"8954";"-249";"1508403"
"1155";"PV28  ";"2005KW01";"1508403";"2714";"2560";"154";"1155";"0";"1509558"
"1156";"PV28  ";"2005KW02";"1509558";"4357";"4215";"142";"3450";"0";"1513008"
"1157";"PV28  ";"2005KW03";"1513008";"3517";"3265";"252";"2510";"0";"1515518"
"1158";"PV28  ";"2005KW04";"1515518";"6006";"5709";"297";"4558";"-145";"1519931"
"1159";"PV28  ";"2005JJ00";"1508403";"16594";"15749";"845";"11673";"-145";"1519931"
"1160";"PV28  ";"2006KW01";"1519931";"3392";"3165";"227";"1430";"0";"1521361"
"1161";"PV28  ";"2006KW02";"1521361";"3873";"3594";"279";"2415";"0";"1523776"
"1162";"PV28  ";"2006KW03";"1523776";"3211";"2921";"290";"2403";"0";"1526179"
"1163";"PV28  ";"2006KW04";"1526179";"6261";"5990";"271";"4645";"-570";"1530254"
"1164";"PV28  ";"2006JJ00";"1519931";"16737";"15670";"1067";"10893";"-570";"1530254"
"1165";"PV28  ";"2007KW01";"1530254";"3123";"2935";"188";"1064";"0";"1531318"
"1166";"PV28  ";"2007KW02";"1531318";"3569";"3165";"404";"1799";"0";"1533117"
"1167";"PV28  ";"2007KW03";"1533117";"3642";"3333";"309";"2146";"0";"1535263"
"1168";"PV28  ";"2007KW04";"1535263";"7013";"6657";"356";"4602";"-422";"1539443"
"1169";"PV28  ";"2007JJ00";"1530254";"17347";"16090";"1257";"9611";"-422";"1539443"
"1170";"PV28  ";"2008KW01";"1540715";"3430";"3124";"306";"1563";"0";"1542278"
"1171";"PV28  ";"2008KW02";"1542278";"3996";"3701";"295";"2901";"0";"1545179"
"1172";"PV28  ";"2008KW03";"1545179";"3751";"3464";"287";"2438";"0";"1547617"
"1173";"PV28  ";"2008KW04";"1547617";"7476";"6749";"727";"5275";"-226";"1552666"
"1174";"PV28  ";"2008JJ00";"1540715";"18653";"17038";"1615";"12177";"-226";"1552666"
"1175";"PV28  ";"2009KW01";"1552666";"2965";"2777";"188";"1544";"0";"1554210"
"1176";"PV28  ";"2009KW02";"1554210";"3674";"3422";"252";"2776";"0";"1556986"
"1177";"PV28  ";"2009KW03";"1556986";"4584";"4462";"122";"4011";"0";"1560997"
"1178";"PV28  ";"2009KW04";"1560997";"10297";"8921";"1376";"7162";"-623";"1567536"
"1179";"PV28  ";"2009JJ00";"1552666";"21520";"19582";"1938";"15493";"-623";"1567536"
"1180";"PV28  ";"2010KW01";"1567536";"2223";"1894";"329";"1775";"0";"1569311"
"1181";"PV28  ";"2010KW02";"1569311";"3014";"2529";"485";"2260";"0";"1571571"
"1182";"PV28  ";"2010KW03";"1571571";"3456";"2978";"478";"2795";"0";"1574366"
"1183";"PV28  ";"2010KW04";"1574366";"6376";"5760";"616";"4705";"-190";"1578881"
"1184";"PV28  ";"2010JJ00";"1567536";"15069";"13161";"1908";"11535";"-190";"1578881"
"1185";"PV28  ";"2011KW01";"1578881";"1626";"1457";"169";"843";"0";"1579724"
"1186";"PV28  ";"2011KW02";"1579724";"2532";"2325";"207";"1689";"0";"1581413"
"1187";"PV28  ";"2011KW03";"1581413";"3098";"2849";"249";"1746";"0";"1583159"
"1188";"PV28  ";"2011KW04";"1583159";"6011";"5436";"575";"4437";"-195";"1587384"
"1189";"PV28  ";"2011JJ00";"1578881";"13267";"12067";"1200";"8715";"-195";"1587401"
"1190";"PV29  ";"1995KW01";"155307";"489";"465";"24";"432";"0";"155739"
"1191";"PV29  ";"1995KW02";"155739";"554";"519";"35";"389";"0";"156128"
"1192";"PV29  ";"1995KW03";"156128";"518";"467";"51";"415";"0";"156543"
"1193";"PV29  ";"1995KW04";"156543";"849";"802";"47";"649";"-39";"157153"
"1194";"PV29  ";"1995JJ00";"155307";"2410";"2253";"157";"1885";"-39";"157153"
"1195";"PV29  ";"1996KW01";"157153";"281";"262";"19";"-22";"0";"157131"
"1196";"PV29  ";"1996KW02";"157131";"558";"458";"100";"500";"0";"157631"
"1197";"PV29  ";"1996KW03";"157631";"373";"355";"18";"313";"0";"157944"
"1198";"PV29  ";"1996KW04";"157944";"814";"709";"105";"743";"-40";"158647"
"1199";"PV29  ";"1996JJ00";"157153";"2026";"1784";"242";"1534";"-40";"158647"
"1200";"PV29  ";"1997KW01";"158647";"302";"295";"7";"287";"0";"158934"
"1201";"PV29  ";"1997KW02";"158934";"625";"588";"37";"408";"0";"159342"
"1202";"PV29  ";"1997KW03";"159342";"426";"413";"13";"405";"0";"159747"
"1203";"PV29  ";"1997KW04";"159747";"587";"559";"28";"447";"301";"160495"
"1204";"PV29  ";"1997JJ00";"158647";"1940";"1855";"85";"1547";"301";"160495"
"1205";"PV29  ";"1998KW01";"160495";"325";"309";"16";"122";"0";"160617"
"1206";"PV29  ";"1998KW02";"160617";"812";"637";"175";"619";"0";"161236"
"1207";"PV29  ";"1998KW03";"161236";"337";"294";"43";"275";"0";"161511"
"1208";"PV29  ";"1998KW04";"161511";"860";"804";"56";"781";"-367";"161925"
"1209";"PV29  ";"1998JJ00";"160495";"2334";"2044";"290";"1797";"-367";"161925"
"1210";"PV29  ";"1999KW01";"161925";"274";"270";"4";"214";"0";"162139"
"1211";"PV29  ";"1999KW02";"162139";"338";"326";"12";"197";"0";"162336"
"1212";"PV29  ";"1999KW03";"162336";"476";"439";"37";"429";"0";"162765"
"1213";"PV29  ";"1999KW04";"162765";"628";"600";"28";"493";"257";"163515"
"1214";"PV29  ";"1999JJ00";"161925";"1716";"1635";"81";"1333";"257";"163515"
"1215";"PV29  ";"2000KW01";"163515";"536";"492";"44";"457";"0";"163972"
"1216";"PV29  ";"2000KW02";"163972";"230";"226";"4";"169";"0";"164141"
"1217";"PV29  ";"2000KW03";"164141";"490";"481";"9";"449";"0";"164590"
"1218";"PV29  ";"2000KW04";"164590";"656";"646";"10";"58";"-189";"164459"
"1219";"PV29  ";"2000JJ00";"163515";"1912";"1845";"67";"1133";"-189";"164459"
"1220";"PV29  ";"2001KW01";"164459";"371";"363";"8";"309";"0";"164768"
"1221";"PV29  ";"2001KW02";"164768";"291";"280";"11";"267";"0";"165035"
"1222";"PV29  ";"2001KW03";"165035";"349";"339";"10";"237";"0";"165272"
"1223";"PV29  ";"2001KW04";"165272";"373";"361";"12";"298";"-185";"165385"
"1224";"PV29  ";"2001JJ00";"164459";"1384";"1343";"41";"1111";"-185";"165385"
"1225";"PV29  ";"2002KW01";"165385";"224";"222";"2";"159";"0";"165544"
"1226";"PV29  ";"2002KW02";"165544";"326";"319";"7";"157";"0";"165701"
"1227";"PV29  ";"2002KW03";"165701";"161";"149";"12";"126";"0";"165827"
"1228";"PV29  ";"2002KW04";"165827";"638";"613";"25";"433";"-56";"166204"
"1229";"PV29  ";"2002JJ00";"165385";"1349";"1303";"46";"875";"-56";"166204"
"1230";"PV29  ";"2003KW01";"166204";"171";"164";"7";"129";"0";"166333"
"1231";"PV29  ";"2003KW02";"166333";"213";"211";"2";"128";"0";"166461"
"1232";"PV29  ";"2003KW03";"166461";"144";"133";"11";"54";"0";"166515"
"1233";"PV29  ";"2003KW04";"166515";"544";"523";"21";"421";"-103";"166833"
"1234";"PV29  ";"2003JJ00";"166204";"1072";"1031";"41";"732";"-103";"166833"
"1235";"PV29  ";"2004KW01";"166833";"224";"218";"6";"168";"0";"167001"
"1236";"PV29  ";"2004KW02";"167001";"137";"133";"4";"112";"0";"167113"
"1237";"PV29  ";"2004KW03";"167113";"297";"289";"8";"222";"0";"167335"
"1238";"PV29  ";"2004KW04";"167335";"859";"845";"14";"746";"-79";"168002"
"1239";"PV29  ";"2004JJ00";"166833";"1517";"1485";"32";"1248";"-79";"168002"
"1240";"PV29  ";"2005KW01";"168002";"318";"314";"4";"289";"0";"168291"
"1241";"PV29  ";"2005KW02";"168291";"376";"359";"17";"352";"0";"168643"
"1242";"PV29  ";"2005KW03";"168643";"242";"235";"7";"191";"0";"168834"
"1243";"PV29  ";"2005KW04";"168834";"902";"768";"134";"824";"-27";"169631"
"1244";"PV29  ";"2005JJ00";"168002";"1838";"1676";"162";"1656";"-27";"169631"
"1245";"PV29  ";"2006KW01";"169631";"304";"284";"20";"240";"0";"169871"
"1246";"PV29  ";"2006KW02";"169871";"230";"220";"10";"194";"0";"170065"
"1247";"PV29  ";"2006KW03";"170065";"399";"350";"49";"280";"0";"170345"
"1248";"PV29  ";"2006KW04";"170345";"975";"832";"143";"681";"-163";"170863"
"1249";"PV29  ";"2006JJ00";"169631";"1908";"1686";"222";"1395";"-163";"170863"
"1250";"PV29  ";"2007KW01";"170863";"216";"211";"5";"196";"0";"171059"
"1251";"PV29  ";"2007KW02";"171059";"291";"275";"16";"277";"0";"171336"
"1252";"PV29  ";"2007KW03";"171336";"396";"345";"51";"248";"0";"171584"
"1253";"PV29  ";"2007KW04";"171584";"671";"658";"13";"626";"100";"172310"
"1254";"PV29  ";"2007JJ00";"170863";"1574";"1489";"85";"1347";"100";"172310"
"1255";"PV29  ";"2008KW01";"173073";"283";"245";"38";"267";"0";"173340"
"1256";"PV29  ";"2008KW02";"173340";"307";"296";"11";"279";"0";"173619"
"1257";"PV29  ";"2008KW03";"173619";"434";"416";"18";"383";"0";"174002"
"1258";"PV29  ";"2008KW04";"174002";"628";"613";"15";"576";"-83";"174495"
"1259";"PV29  ";"2008JJ00";"173073";"1652";"1570";"82";"1505";"-83";"174495"
"1260";"PV29  ";"2009KW01";"174495";"367";"340";"27";"289";"0";"174784"
"1261";"PV29  ";"2009KW02";"174784";"187";"173";"14";"116";"0";"174900"
"1262";"PV29  ";"2009KW03";"174900";"522";"466";"56";"481";"0";"175381"
"1263";"PV29  ";"2009KW04";"175381";"561";"509";"52";"509";"-41";"175849"
"1264";"PV29  ";"2009JJ00";"174495";"1637";"1488";"149";"1395";"-41";"175849"
"1265";"PV29  ";"2010KW01";"175849";"303";"266";"37";"237";"0";"176086"
"1266";"PV29  ";"2010KW02";"176086";"261";"235";"26";"146";"0";"176232"
"1267";"PV29  ";"2010KW03";"176232";"99";"80";"19";"38";"0";"176270"
"1268";"PV29  ";"2010KW04";"176270";"380";"373";"7";"247";"-29";"176488"
"1269";"PV29  ";"2010JJ00";"175849";"1043";"954";"89";"668";"-29";"176488"
"1270";"PV29  ";"2011KW01";"176488";"204";"178";"26";"137";"0";"176625"
"1271";"PV29  ";"2011KW02";"176625";"327";"315";"12";"266";"0";"176891"
"1272";"PV29  ";"2011KW03";"176891";"211";"198";"13";"178";"0";"177069"
"1273";"PV29  ";"2011KW04";"177069";"573";"560";"13";"535";"13";"177617"
"1274";"PV29  ";"2011JJ00";"176488";"1315";"1251";"64";"1116";"13";"177617"
"1275";"PV30  ";"1995KW01";"872758";"2531";"2424";"107";"2211";"0";"874969"
"1276";"PV30  ";"1995KW02";"874969";"3378";"3251";"127";"3058";"0";"878027"
"1277";"PV30  ";"1995KW03";"878027";"3914";"3801";"113";"3632";"0";"881659"
"1278";"PV30  ";"1995KW04";"881659";"5960";"5798";"162";"5389";"-361";"886686"
"1279";"PV30  ";"1995JJ00";"872758";"15783";"15274";"509";"14290";"-361";"886686"
"1280";"PV30  ";"1996KW01";"886686";"1827";"1770";"57";"1639";"0";"888325"
"1281";"PV30  ";"1996KW02";"888325";"2925";"2492";"433";"2507";"0";"890832"
"1282";"PV30  ";"1996KW03";"890832";"3374";"3237";"137";"2934";"0";"893766"
"1283";"PV30  ";"1996KW04";"893766";"6666";"6448";"218";"6262";"57";"900085"
"1284";"PV30  ";"1996JJ00";"886686";"14792";"13947";"845";"13342";"57";"900085"
"1285";"PV30  ";"1997KW01";"900085";"1541";"1484";"57";"1193";"0";"901278"
"1286";"PV30  ";"1997KW02";"901278";"3198";"3124";"74";"2936";"0";"904214"
"1287";"PV30  ";"1997KW03";"904214";"3257";"3205";"52";"3033";"0";"907247"
"1288";"PV30  ";"1997KW04";"907247";"6675";"6507";"168";"6203";"-425";"913025"
"1289";"PV30  ";"1997JJ00";"900085";"14671";"14320";"351";"13365";"-425";"913025"
"1290";"PV30  ";"1998KW01";"913025";"2235";"2125";"110";"2070";"0";"915095"
"1291";"PV30  ";"1998KW02";"915095";"2911";"2840";"71";"2596";"0";"917691"
"1292";"PV30  ";"1998KW03";"917691";"3178";"3089";"89";"3016";"0";"920707"
"1293";"PV30  ";"1998KW04";"920707";"7036";"6814";"222";"6650";"-267";"927090"
"1294";"PV30  ";"1998JJ00";"913025";"15360";"14868";"492";"14332";"-267";"927090"
"1295";"PV30  ";"1999KW01";"927090";"1219";"1124";"95";"934";"0";"928024"
"1296";"PV30  ";"1999KW02";"928024";"2690";"2586";"104";"2429";"0";"930453"
"1297";"PV30  ";"1999KW03";"930453";"2473";"2427";"46";"2296";"0";"932749"
"1298";"PV30  ";"1999KW04";"932749";"5771";"5598";"173";"5243";"505";"938497"
"1299";"PV30  ";"1999JJ00";"927090";"12153";"11735";"418";"10902";"505";"938497"
"1300";"PV30  ";"2000KW01";"938497";"1762";"1694";"68";"1624";"0";"940121"
"1301";"PV30  ";"2000KW02";"940121";"2375";"2312";"63";"2036";"0";"942157"
"1302";"PV30  ";"2000KW03";"942157";"2467";"2391";"76";"2275";"0";"944432"
"1303";"PV30  ";"2000KW04";"944432";"5188";"5044";"144";"4808";"-202";"949038"
"1304";"PV30  ";"2000JJ00";"938497";"11792";"11441";"351";"10743";"-202";"949038"
"1305";"PV30  ";"2001KW01";"949038";"1402";"1354";"48";"1110";"0";"950148"
"1306";"PV30  ";"2001KW02";"950148";"2135";"1987";"148";"1843";"0";"951991"
"1307";"PV30  ";"2001KW03";"951991";"1951";"1901";"50";"1844";"0";"953835"
"1308";"PV30  ";"2001KW04";"953835";"4488";"4316";"172";"3800";"-219";"957416"
"1309";"PV30  ";"2001JJ00";"949038";"9976";"9558";"418";"8597";"-219";"957416"
"1310";"PV30  ";"2002KW01";"957416";"1097";"1028";"69";"944";"0";"958360"
"1311";"PV30  ";"2002KW02";"958360";"1439";"1279";"160";"801";"0";"959161"
"1312";"PV30  ";"2002KW03";"959161";"1785";"1718";"67";"1610";"0";"960771"
"1313";"PV30  ";"2002KW04";"960771";"4079";"3914";"165";"3154";"-136";"963789"
"1314";"PV30  ";"2002JJ00";"957416";"8400";"7939";"461";"6509";"-136";"963789"
"1315";"PV30  ";"2003KW01";"963789";"822";"754";"68";"606";"0";"964395"
"1316";"PV30  ";"2003KW02";"964395";"1447";"1395";"52";"1214";"0";"965609"
"1317";"PV30  ";"2003KW03";"965609";"1367";"1327";"40";"1002";"0";"966611"
"1318";"PV30  ";"2003KW04";"966611";"3954";"3848";"106";"2846";"-25";"969432"
"1319";"PV30  ";"2003JJ00";"963789";"7590";"7324";"266";"5668";"-25";"969432"
"1320";"PV30  ";"2004KW01";"969432";"1192";"1049";"143";"400";"0";"969832"
"1321";"PV30  ";"2004KW02";"969832";"1856";"1679";"177";"1391";"0";"971223"
"1322";"PV30  ";"2004KW03";"971223";"1818";"1672";"146";"1458";"0";"972681"
"1323";"PV30  ";"2004KW04";"972681";"6504";"5879";"625";"5840";"-625";"977896"
"1324";"PV30  ";"2004JJ00";"969432";"11370";"10279";"1091";"9089";"-625";"977896"
"1325";"PV30  ";"2005KW01";"977896";"1088";"982";"106";"735";"0";"978631"
"1326";"PV30  ";"2005KW02";"978631";"1459";"1371";"88";"1173";"0";"979804"
"1327";"PV30  ";"2005KW03";"979804";"1475";"1429";"46";"1022";"0";"980826"
"1328";"PV30  ";"2005KW04";"980826";"4953";"4351";"602";"4092";"-161";"984757"
"1329";"PV30  ";"2005JJ00";"977896";"8975";"8133";"842";"7022";"-161";"984757"
"1330";"PV30  ";"2006KW01";"984757";"1468";"1314";"154";"991";"0";"985748"
"1331";"PV30  ";"2006KW02";"985748";"2457";"2380";"77";"2195";"0";"987943"
"1332";"PV30  ";"2006KW03";"987943";"2935";"2728";"207";"2533";"0";"990476"
"1333";"PV30  ";"2006KW04";"990476";"4755";"4503";"252";"3694";"-216";"993954"
"1334";"PV30  ";"2006JJ00";"984757";"11615";"10925";"690";"9413";"-216";"993954"
"1335";"PV30  ";"2007KW01";"993954";"1791";"1673";"118";"1052";"0";"995006"
"1336";"PV30  ";"2007KW02";"995006";"2418";"2296";"122";"2167";"0";"997173"
"1337";"PV30  ";"2007KW03";"997173";"2476";"2373";"103";"2046";"0";"999219"
"1338";"PV30  ";"2007KW04";"999219";"6108";"4965";"1143";"5313";"-525";"1004007"
"1339";"PV30  ";"2007JJ00";"993954";"12793";"11307";"1486";"10578";"-525";"1004007"
"1340";"PV30  ";"2008KW01";"1006145";"1309";"1251";"58";"640";"0";"1006785"
"1341";"PV30  ";"2008KW02";"1006785";"2551";"2325";"226";"1670";"0";"1008455"
"1342";"PV30  ";"2008KW03";"1008455";"3021";"2880";"141";"2237";"0";"1010692"
"1343";"PV30  ";"2008KW04";"1010692";"5062";"4701";"361";"4148";"-389";"1014451"
"1344";"PV30  ";"2008JJ00";"1006145";"11943";"11157";"786";"8695";"-389";"1014451"
"1345";"PV30  ";"2009KW01";"1014451";"1776";"1589";"187";"1507";"0";"1015958"
"1346";"PV30  ";"2009KW02";"1015958";"1926";"1793";"133";"1688";"0";"1017646"
"1347";"PV30  ";"2009KW03";"1017646";"3050";"2918";"132";"2782";"0";"1020428"
"1348";"PV30  ";"2009KW04";"1020428";"6990";"6555";"435";"6244";"-450";"1026222"
"1349";"PV30  ";"2009JJ00";"1014451";"13742";"12855";"887";"12221";"-450";"1026222"
"1350";"PV30  ";"2010KW01";"1026222";"882";"853";"29";"650";"0";"1026872"
"1351";"PV30  ";"2010KW02";"1026872";"2067";"1999";"68";"1759";"0";"1028631"
