"ID";"Gebruiksfunctie";"RegioS";"Perioden";"BeginstandVoorraad_1";"Nieuwbouw_2";"OverigeToevoeging_3";"SaldoVoorraad_7";"EindstandVoorraad_8"
"74202";"A045364";"PV20  ";"2012MM01";"265332";"61";"182";"197";"265529"
"74203";"A045364";"PV20  ";"2012MM02";"265529";"46";"86";"77";"265606"
"74204";"A045364";"PV20  ";"2012MM03";"265606";"11";"284";"249";"265855"
"74205";"A045364";"PV20  ";"2012KW01";"265332";"118";"552";"523";"265855"
"74206";"A045364";"PV20  ";"2012MM04";"265855";"125";"269";"335";"266190"
"74207";"A045364";"PV20  ";"2012MM05";"266190";"85";"238";"15";"266205"
"74208";"A045364";"PV20  ";"2012MM06";"266205";"89";"272";"345";"266550"
"74209";"A045364";"PV20  ";"2012KW02";"265855";"299";"779";"695";"266550"
"74210";"A045364";"PV20  ";"2012MM07";"266550";"36";"100";"-188";"266362"
"74211";"A045364";"PV20  ";"2012MM08";"266362";"56";"83";"51";"266413"
"74212";"A045364";"PV20  ";"2012MM09";"266413";"62";"70";"-51";"266362"
"74213";"A045364";"PV20  ";"2012KW03";"266550";"154";"253";"-188";"266362"
"74214";"A045364";"PV20  ";"2012MM10";"266362";"85";"96";"460";"266822"
"74215";"A045364";"PV20  ";"2012MM11";"266822";"100";"124";"237";"267059"
"74216";"A045364";"PV20  ";"2012MM12";"267059";"47";"122";"407";"267466"
"74217";"A045364";"PV20  ";"2012KW04";"266362";"232";"342";"1104";"267466"
"74218";"A045364";"PV20  ";"2012JJ00";"265332";"803";"1926";"2134";"267466"
"74219";"A045364";"PV20  ";"2013MM01";"267466";"259";"116";"279";"267745"
"74220";"A045364";"PV20  ";"2013MM02";"267745";"36";"112";"70";"267815"
"74221";"A045364";"PV20  ";"2013MM03";"267815";"107";"161";"257";"268072"
"74222";"A045364";"PV20  ";"2013KW01";"267466";"402";"389";"606";"268072"
"74223";"A045364";"PV20  ";"2013MM04";"268072";"140";"60";"-41";"268031"
"74224";"A045364";"PV20  ";"2013MM05";"268031";"315";"208";"500";"268531"
"74225";"A045364";"PV20  ";"2013MM06";"268531";"157";"328";"391";"268922"
"74226";"A045364";"PV20  ";"2013KW02";"268072";"612";"596";"850";"268922"
"74227";"A045364";"PV20  ";"2013MM07";"268922";"53";"1169";"1183";"270105"
"74228";"A045364";"PV20  ";"2013MM08";"270105";"50";"556";"545";"270650"
"74229";"A045364";"PV20  ";"2013MM09";"270650";"168";"66";"142";"270792"
"74230";"A045364";"PV20  ";"2013KW03";"268922";"271";"1791";"1870";"270792"
"74231";"A045364";"PV20  ";"2013MM10";"270792";"122";"200";"267";"271059"
"74232";"A045364";"PV20  ";"2013MM11";"271059";"35";"51";"-46";"271013"
"74233";"A045364";"PV20  ";"2013MM12";"271013";"12";"123";"74";"271087"
"74234";"A045364";"PV20  ";"2013KW04";"270792";"169";"374";"295";"271087"
"74235";"A045364";"PV20  ";"2013JJ00";"267466";"1454";"3150";"3621";"271087"
"74236";"A045364";"PV20  ";"2014MM01";"271087";"149";"183";"256";"271343"
"74237";"A045364";"PV20  ";"2014MM02";"271343";"71";"223";"228";"271571"
"74238";"A045364";"PV20  ";"2014MM03";"271571";"130";"52";"132";"271703"
"74239";"A045364";"PV20  ";"2014KW01";"271087";"350";"458";"616";"271703"
"74240";"A045364";"PV20  ";"2014MM04";"271703";"188";"187";"349";"272052"
"74241";"A045364";"PV20  ";"2014MM05";"272052";"114";"107";"170";"272222"
"74242";"A045364";"PV20  ";"2014MM06";"272222";"51";"137";"-133";"272089"
"74243";"A045364";"PV20  ";"2014KW02";"271703";"353";"431";"386";"272089"
"74244";"A045364";"PV20  ";"2014MM07";"272089";"4";"169";"-85";"272004"
"74245";"A045364";"PV20  ";"2014MM08";"272004";"31";"83";"-113";"271891"
"74246";"A045364";"PV20  ";"2014MM09";"271891";"29";"281";"146";"272037"
"74247";"A045364";"PV20  ";"2014KW03";"272089";"64";"533";"-52";"272037"
"74248";"A045364";"PV20  ";"2014MM10";"272037";"134";"122";"158";"272195"
"74249";"A045364";"PV20  ";"2014MM11";"272195";"77";"79";"127";"272322"
"74250";"A045364";"PV20  ";"2014MM12";"272322";"110";"374";"452";"272774"
"74251";"A045364";"PV20  ";"2014KW04";"272037";"321";"575";"737";"272774"
"74252";"A045364";"PV20  ";"2014JJ00";"271087";"1088";"1997";"1687";"272774"
"74253";"A045364";"PV20  ";"2015MM01";"272774";"31";"61";"52";"272826"
"74254";"A045364";"PV20  ";"2015MM02";"272826";"128";"91";"140";"272974"
"74255";"A045364";"PV20  ";"2015MM03";"272974";"372";"143";"409";"273386"
"74256";"A045364";"PV20  ";"2015KW01";"272774";"531";"295";"601";"273386"
"74257";"A045364";"PV20  ";"2015MM04";"273386";"135";"251";"314";"273702"
"74258";"A045364";"PV20  ";"2015MM05";"273702";"245";"87";"309";"274011"
"74259";"A045364";"PV20  ";"2015MM06";"274011";"49";"74";"54";"274065"
"74260";"A045364";"PV20  ";"2015KW02";"273386";"429";"412";"677";"274065"
"74261";"A045364";"PV20  ";"2015MM07";"274065";"56";"75";"70";"274135"
"74262";"A045364";"PV20  ";"2015MM08";"274135";"81";"92";"121";"274256"
"74263";"A045364";"PV20  ";"2015MM09";"274256";"130";"148";"245";"274501"
"74264";"A045364";"PV20  ";"2015KW03";"274065";"267";"315";"436";"274501"
"74265";"A045364";"PV20  ";"2015MM10";"274501";"98";"63";"60";"274561"
"74266";"A045364";"PV20  ";"2015MM11";"274561";"34";"107";"50";"274611"
"74267";"A045364";"PV20  ";"2015MM12";"274611";"100";"104";"108";"274719"
"74268";"A045364";"PV20  ";"2015KW04";"274501";"232";"274";"218";"274719"
"74269";"A045364";"PV20  ";"2015JJ00";"272774";"1459";"1296";"1932";"274719"
"74270";"A045364";"PV20  ";"2016MM01";"274719";"30";"165";"134";"274853"
"74271";"A045364";"PV20  ";"2016MM02";"274853";"99";"103";"155";"275008"
"74272";"A045364";"PV20  ";"2016MM03";"275008";"119";"62";"135";"275145"
"74273";"A045364";"PV20  ";"2016KW01";"274719";"248";"330";"424";"275145"
"74274";"A045364";"PV20  ";"2016MM04";"275145";"63";"72";"39";"275184"
"74275";"A045364";"PV20  ";"2016MM05";"275184";"87";"37";"65";"275249"
"74276";"A045364";"PV20  ";"2016MM06";"275249";"97";"77";"113";"275362"
"74277";"A045364";"PV20  ";"2016KW02";"275145";"247";"186";"217";"275362"
"74278";"A045364";"PV20  ";"2016MM07";"275362";"469";"256";"617";"275979"
"74279";"A045364";"PV20  ";"2016MM08";"275979";"113";"123";"148";"276127"
"74280";"A045364";"PV20  ";"2016MM09";"276127";"136";"159";"159";"276286"
"74281";"A045364";"PV20  ";"2016KW03";"275362";"718";"538";"924";"276286"
"74282";"A045364";"PV20  ";"2016MM10";"276286";"43";"95";"77";"276363"
"74283";"A045364";"PV20  ";"2016MM11";"276363";"82";"38";"20";"276383"
"74284";"A045364";"PV20  ";"2016MM12";"276383";"379";"56";"345";"276728"
"74285";"A045364";"PV20  ";"2016KW04";"276286";"504";"189";"442";"276728"
"74286";"A045364";"PV20  ";"2016JJ00";"274719";"1717";"1243";"2007";"276728"
"74287";"A045364";"PV20  ";"2017MM01";"276728";"81";"131";"125";"276853"
"74288";"A045364";"PV20  ";"2017MM02";"276853";"227";"88";"224";"277077"
"74289";"A045364";"PV20  ";"2017MM03";"277077";"107";"260";"271";"277348"
"74290";"A045364";"PV20  ";"2017KW01";"276728";"415";"479";"620";"277348"
"74291";"A045364";"PV20  ";"2017MM04";"277348";"46";"59";"51";"277399"
"74292";"A045364";"PV20  ";"2017MM05";"277399";"86";"59";"102";"277501"
"74293";"A045364";"PV20  ";"2017MM06";"277501";"191";"630";"-1589";"275912"
"74294";"A045364";"PV20  ";"2017KW02";"277348";"323";"748";"-1436";"275912"
"74295";"A045364";"PV20  ";"2017MM07";"275912";"66";"161";"184";"276096"
"74296";"A045364";"PV20  ";"2017MM08";"276096";"372";"43";"347";"276443"
"74297";"A045364";"PV20  ";"2017MM09";"276443";"236";"88";"247";"276690"
"74298";"A045364";"PV20  ";"2017KW03";"275912";"674";"292";"778";"276690"
"74299";"A045364";"PV20  ";"2017MM10";"276690";"133";"95";"180";"276870"
"74300";"A045364";"PV20  ";"2017MM11";"276870";"73";"116";"148";"277018"
"74301";"A045364";"PV20  ";"2017MM12";"277018";"96";"46";"95";"277113"
"74302";"A045364";"PV20  ";"2017KW04";"276690";"302";"257";"423";"277113"
"74303";"A045364";"PV20  ";"2017JJ00";"276728";"1714";"1776";"385";"277113"
"74304";"A045364";"PV20  ";"2018MM01";"277113";"87";"92";"-35";"277078"
"74305";"A045364";"PV20  ";"2018MM02";"277078";"119";"43";"120";"277198"
"74306";"A045364";"PV20  ";"2018MM03";"277198";"101";"368";"241";"277439"
"74307";"A045364";"PV20  ";"2018KW01";"277113";"307";"503";"326";"277439"
"74308";"A045364";"PV20  ";"2018MM04";"277439";"249";"130";"259";"277698"
"74309";"A045364";"PV20  ";"2018MM05";"277698";"229";"204";"324";"278022"
"74310";"A045364";"PV20  ";"2018MM06";"278022";"165";"45";"174";"278196"
"74311";"A045364";"PV20  ";"2018KW02";"277439";"643";"379";"757";"278196"
"74312";"A045364";"PV20  ";"2018MM07";"278196";"287";"114";"344";"278540"
"74313";"A045364";"PV20  ";"2018MM08";"278540";"250";"58";"270";"278810"
"74314";"A045364";"PV20  ";"2018MM09";"278810";"121";"85";"148";"278958"
"74315";"A045364";"PV20  ";"2018KW03";"278196";"658";"257";"762";"278958"
"74316";"A045364";"PV20  ";"2018MM10";"278958";"185";"156";"278";"279236"
"74317";"A045364";"PV20  ";"2018MM11";"279236";"173";"212";"275";"279511"
"74318";"A045364";"PV20  ";"2018MM12";"279511";"176";"26";"151";"279662"
"74319";"A045364";"PV20  ";"2018KW04";"278958";"534";"394";"704";"279662"
"74320";"A045364";"PV20  ";"2018JJ00";"277113";"2142";"1533";"2549";"279662"
"74321";"A045364";"PV20  ";"2019MM01";"279662";"75";"108";"52";"279714"
"74322";"A045364";"PV20  ";"2019MM02";"279714";"145";"71";"140";"279854"
"74323";"A045364";"PV20  ";"2019MM03";"279854";"116";"89";"142";"279996"
"74324";"A045364";"PV20  ";"2019KW01";"279662";"336";"268";"334";"279996"
"74325";"A045364";"PV20  ";"2019MM04";"279996";"259";"104";"150";"280146"
"74326";"A045364";"PV20  ";"2019MM05";"280146";"81";"58";"96";"280242"
"74327";"A045364";"PV20  ";"2019MM06";"280242";"275";"65";"321";"280563"
"74328";"A045364";"PV20  ";"2019KW02";"279996";"615";"227";"567";"280563"
"74329";"A045364";"PV20  ";"2019MM07";"280563";"93";"73";"113";"280676"
"74330";"A045364";"PV20  ";"2019MM08";"280676";"298";"46";"266";"280942"
"74331";"A045364";"PV20  ";"2019MM09";"280942";"55";"132";"150";"281092"
"74332";"A045364";"PV20  ";"2019KW03";"280563";"446";"251";"529";"281092"
"74333";"A045364";"PV20  ";"2019MM10";"281092";"131";"104";"200";"281292"
"74334";"A045364";"PV20  ";"2019MM11";"281292";"699";"67";"559";"281851"
"74335";"A045364";"PV20  ";"2019MM12";"281851";"164";"112";"196";"282047"
"74336";"A045364";"PV20  ";"2019KW04";"281092";"994";"283";"955";"282047"
"74337";"A045364";"PV20  ";"2019JJ00";"279662";"2391";"1029";"2385";"282047"
"74338";"A045364";"PV20  ";"2020MM01";"282047";"438";"96";"445";"282492"
"74339";"A045364";"PV20  ";"2020MM02";"282492";"931";"75";"944";"283436"
"74340";"A045364";"PV20  ";"2020MM03";"283436";"244";"88";"308";"283744"
"74341";"A045364";"PV20  ";"2020KW01";"282047";"1613";"259";"1697";"283744"
"74342";"A045364";"PV20  ";"2020MM04";"283744";"194";"77";"165";"283909"
"74343";"A045364";"PV20  ";"2020MM05";"283909";"172";"31";"163";"284072"
"74344";"A045364";"PV20  ";"2020MM06";"284072";"308";"86";"301";"284373"
"74345";"A045364";"PV20  ";"2020KW02";"283744";"674";"194";"629";"284373"
"74346";"A045364";"PV20  ";"2020MM07";"284373";"171";"167";"245";"284618"
"74347";"A045364";"PV20  ";"2020MM08";"284618";"32";"78";"69";"284687"
"74348";"A045364";"PV20  ";"2020MM09";"284687";"163";"70";"206";"284893"
"74349";"A045364";"PV20  ";"2020KW03";"284373";"366";"315";"520";"284893"
"74350";"A045364";"PV20  ";"2020MM10";"284893";"53";"51";"-40";"284853"
"74351";"A045364";"PV21  ";"2012MM01";"287341";"55";"49";"-704";"286637"
"74352";"A045364";"PV21  ";"2012MM02";"286637";"46";"238";"329";"286966"
"74353";"A045364";"PV21  ";"2012MM03";"286966";"79";"89";"159";"287125"
"74354";"A045364";"PV21  ";"2012KW01";"287341";"180";"376";"-216";"287125"
"74355";"A045364";"PV21  ";"2012MM04";"287125";"93";"60";"123";"287248"
"74356";"A045364";"PV21  ";"2012MM05";"287248";"164";"39";"236";"287484"
"74357";"A045364";"PV21  ";"2012MM06";"287484";"64";"113";"69";"287553"
"74358";"A045364";"PV21  ";"2012KW02";"287125";"321";"212";"428";"287553"
"74359";"A045364";"PV21  ";"2012MM07";"287553";"299";"88";"377";"287930"
"74360";"A045364";"PV21  ";"2012MM08";"287930";"42";"122";"159";"288089"
"74361";"A045364";"PV21  ";"2012MM09";"288089";"31";"726";"755";"288844"
"74362";"A045364";"PV21  ";"2012KW03";"287553";"372";"936";"1291";"288844"
"74363";"A045364";"PV21  ";"2012MM10";"288844";"117";"129";"189";"289033"
"74364";"A045364";"PV21  ";"2012MM11";"289033";"159";"288";"395";"289428"
"74365";"A045364";"PV21  ";"2012MM12";"289428";"120";"104";"-47";"289381"
"74366";"A045364";"PV21  ";"2012KW04";"288844";"396";"521";"537";"289381"
"74367";"A045364";"PV21  ";"2012JJ00";"287341";"1269";"2045";"2040";"289381"
"74368";"A045364";"PV21  ";"2013MM01";"289381";"30";"89";"25";"289406"
"74369";"A045364";"PV21  ";"2013MM02";"289406";"27";"73";"17";"289423"
"74370";"A045364";"PV21  ";"2013MM03";"289423";"79";"145";"238";"289661"
"74371";"A045364";"PV21  ";"2013KW01";"289381";"136";"307";"280";"289661"
"74372";"A045364";"PV21  ";"2013MM04";"289661";"110";"109";"90";"289751"
"74373";"A045364";"PV21  ";"2013MM05";"289751";"65";"259";"295";"290046"
"74374";"A045364";"PV21  ";"2013MM06";"290046";"107";"1193";"1214";"291260"
"74375";"A045364";"PV21  ";"2013KW02";"289661";"282";"1561";"1599";"291260"
"74376";"A045364";"PV21  ";"2013MM07";"291260";"171";"450";"522";"291782"
"74377";"A045364";"PV21  ";"2013MM08";"291782";"58";"304";"324";"292106"
"74378";"A045364";"PV21  ";"2013MM09";"292106";"192";"115";"108";"292214"
"74379";"A045364";"PV21  ";"2013KW03";"291260";"421";"869";"954";"292214"
"74380";"A045364";"PV21  ";"2013MM10";"292214";"142";"208";"-478";"291736"
"74381";"A045364";"PV21  ";"2013MM11";"291736";"168";"116";"193";"291929"
"74382";"A045364";"PV21  ";"2013MM12";"291929";"211";"85";"252";"292181"
"74383";"A045364";"PV21  ";"2013KW04";"292214";"521";"409";"-33";"292181"
"74384";"A045364";"PV21  ";"2013JJ00";"289381";"1360";"3146";"2800";"292181"
"74385";"A045364";"PV21  ";"2014MM01";"292181";"86";"565";"406";"292587"
"74386";"A045364";"PV21  ";"2014MM02";"292587";"204";"45";"153";"292740"
"74387";"A045364";"PV21  ";"2014MM03";"292740";"18";"239";"3";"292743"
"74388";"A045364";"PV21  ";"2014KW01";"292181";"308";"849";"562";"292743"
"74389";"A045364";"PV21  ";"2014MM04";"292743";"79";"63";"14";"292757"
"74390";"A045364";"PV21  ";"2014MM05";"292757";"117";"160";"203";"292960"
"74391";"A045364";"PV21  ";"2014MM06";"292960";"172";"38";"160";"293120"
"74392";"A045364";"PV21  ";"2014KW02";"292743";"368";"261";"377";"293120"
"74393";"A045364";"PV21  ";"2014MM07";"293120";"172";"50";"186";"293306"
"74394";"A045364";"PV21  ";"2014MM08";"293306";"36";"32";"-56";"293250"
"74395";"A045364";"PV21  ";"2014MM09";"293250";"199";"208";"339";"293589"
"74396";"A045364";"PV21  ";"2014KW03";"293120";"407";"290";"469";"293589"
"74397";"A045364";"PV21  ";"2014MM10";"293589";"129";"64";"99";"293688"
"74398";"A045364";"PV21  ";"2014MM11";"293688";"76";"201";"161";"293849"
"74399";"A045364";"PV21  ";"2014MM12";"293849";"307";"258";"320";"294169"
"74400";"A045364";"PV21  ";"2014KW04";"293589";"512";"523";"580";"294169"
"74401";"A045364";"PV21  ";"2014JJ00";"292181";"1595";"1923";"1988";"294169"
"74402";"A045364";"PV21  ";"2015MM01";"294169";"109";"108";"85";"294254"
"74403";"A045364";"PV21  ";"2015MM02";"294254";"25";"53";"47";"294301"
"74404";"A045364";"PV21  ";"2015MM03";"294301";"94";"232";"264";"294565"
"74405";"A045364";"PV21  ";"2015KW01";"294169";"228";"393";"396";"294565"
"74406";"A045364";"PV21  ";"2015MM04";"294565";"102";"80";"148";"294713"
"74407";"A045364";"PV21  ";"2015MM05";"294713";"114";"121";"177";"294890"
"74408";"A045364";"PV21  ";"2015MM06";"294890";"42";"61";"40";"294930"
"74409";"A045364";"PV21  ";"2015KW02";"294565";"258";"262";"365";"294930"
"74410";"A045364";"PV21  ";"2015MM07";"294930";"97";"44";"122";"295052"
"74411";"A045364";"PV21  ";"2015MM08";"295052";"78";"25";"84";"295136"
"74412";"A045364";"PV21  ";"2015MM09";"295136";"100";"39";"66";"295202"
"74413";"A045364";"PV21  ";"2015KW03";"294930";"275";"108";"272";"295202"
"74414";"A045364";"PV21  ";"2015MM10";"295202";"132";"49";"101";"295303"
"74415";"A045364";"PV21  ";"2015MM11";"295303";"193";"38";"58";"295361"
"74416";"A045364";"PV21  ";"2015MM12";"295361";"243";"45";"179";"295540"
"74417";"A045364";"PV21  ";"2015KW04";"295202";"568";"132";"338";"295540"
"74418";"A045364";"PV21  ";"2015JJ00";"294169";"1329";"895";"1371";"295540"
"74419";"A045364";"PV21  ";"2016MM01";"295540";"49";"42";"32";"295572"
"74420";"A045364";"PV21  ";"2016MM02";"295572";"51";"38";"57";"295629"
"74421";"A045364";"PV21  ";"2016MM03";"295629";"79";"134";"130";"295759"
"74422";"A045364";"PV21  ";"2016KW01";"295540";"179";"214";"219";"295759"
"74423";"A045364";"PV21  ";"2016MM04";"295759";"117";"64";"28";"295787"
"74424";"A045364";"PV21  ";"2016MM05";"295787";"66";"46";"67";"295854"
"74425";"A045364";"PV21  ";"2016MM06";"295854";"117";"89";"110";"295964"
"74426";"A045364";"PV21  ";"2016KW02";"295759";"300";"199";"205";"295964"
"74427";"A045364";"PV21  ";"2016MM07";"295964";"265";"91";"144";"296108"
"74428";"A045364";"PV21  ";"2016MM08";"296108";"58";"50";"82";"296190"
"74429";"A045364";"PV21  ";"2016MM09";"296190";"140";"61";"129";"296319"
"74430";"A045364";"PV21  ";"2016KW03";"295964";"463";"202";"355";"296319"
"74431";"A045364";"PV21  ";"2016MM10";"296319";"136";"40";"61";"296380"
"74432";"A045364";"PV21  ";"2016MM11";"296380";"192";"83";"185";"296565"
"74433";"A045364";"PV21  ";"2016MM12";"296565";"143";"121";"-102";"296463"
"74434";"A045364";"PV21  ";"2016KW04";"296319";"471";"244";"144";"296463"
"74435";"A045364";"PV21  ";"2016JJ00";"295540";"1413";"859";"923";"296463"
"74436";"A045364";"PV21  ";"2017MM01";"296463";"84";"45";"97";"296560"
"74437";"A045364";"PV21  ";"2017MM02";"296560";"105";"70";"103";"296663"
"74438";"A045364";"PV21  ";"2017MM03";"296663";"178";"135";"264";"296927"
"74439";"A045364";"PV21  ";"2017KW01";"296463";"367";"250";"464";"296927"
"74440";"A045364";"PV21  ";"2017MM04";"296927";"65";"141";"165";"297092"
"74441";"A045364";"PV21  ";"2017MM05";"297092";"149";"95";"131";"297223"
"74442";"A045364";"PV21  ";"2017MM06";"297223";"170";"65";"139";"297362"
"74443";"A045364";"PV21  ";"2017KW02";"296927";"384";"301";"435";"297362"
"74444";"A045364";"PV21  ";"2017MM07";"297362";"250";"84";"272";"297634"
"74445";"A045364";"PV21  ";"2017MM08";"297634";"229";"49";"242";"297876"
"74446";"A045364";"PV21  ";"2017MM09";"297876";"99";"25";"97";"297973"
"74447";"A045364";"PV21  ";"2017KW03";"297362";"578";"158";"611";"297973"
"74448";"A045364";"PV21  ";"2017MM10";"297973";"115";"64";"88";"298061"
"74449";"A045364";"PV21  ";"2017MM11";"298061";"102";"52";"65";"298126"
"74450";"A045364";"PV21  ";"2017MM12";"298126";"162";"224";"299";"298425"
"74451";"A045364";"PV21  ";"2017KW04";"297973";"379";"340";"452";"298425"
"74452";"A045364";"PV21  ";"2017JJ00";"296463";"1708";"1049";"1962";"298425"
"74453";"A045364";"PV21  ";"2018MM01";"298425";"169";"88";"213";"298638"
"74454";"A045364";"PV21  ";"2018MM02";"298638";"90";"63";"22";"298660"
"74455";"A045364";"PV21  ";"2018MM03";"298660";"114";"40";"67";"298727"
"74456";"A045364";"PV21  ";"2018KW01";"298425";"373";"191";"302";"298727"
"74457";"A045364";"PV21  ";"2018MM04";"298727";"136";"26";"83";"298810"
"74458";"A045364";"PV21  ";"2018MM05";"298810";"100";"47";"120";"298930"
"74459";"A045364";"PV21  ";"2018MM06";"298930";"134";"247";"209";"299139"
"74460";"A045364";"PV21  ";"2018KW02";"298727";"370";"320";"412";"299139"
"74461";"A045364";"PV21  ";"2018MM07";"299139";"286";"88";"341";"299480"
"74462";"A045364";"PV21  ";"2018MM08";"299480";"158";"43";"150";"299630"
"74463";"A045364";"PV21  ";"2018MM09";"299630";"211";"50";"201";"299831"
"74464";"A045364";"PV21  ";"2018KW03";"299139";"655";"181";"692";"299831"
"74465";"A045364";"PV21  ";"2018MM10";"299831";"170";"72";"166";"299997"
"74466";"A045364";"PV21  ";"2018MM11";"299997";"150";"64";"119";"300116"
"74467";"A045364";"PV21  ";"2018MM12";"300116";"208";"56";"122";"300238"
"74468";"A045364";"PV21  ";"2018KW04";"299831";"528";"192";"407";"300238"
"74469";"A045364";"PV21  ";"2018JJ00";"298425";"1926";"884";"1813";"300238"
"74470";"A045364";"PV21  ";"2019MM01";"300238";"77";"29";"-124";"300114"
"74471";"A045364";"PV21  ";"2019MM02";"300114";"126";"64";"98";"300212"
"74472";"A045364";"PV21  ";"2019MM03";"300212";"221";"44";"237";"300449"
"74473";"A045364";"PV21  ";"2019KW01";"300238";"424";"137";"211";"300449"
"74474";"A045364";"PV21  ";"2019MM04";"300449";"194";"115";"228";"300677"
"74475";"A045364";"PV21  ";"2019MM05";"300677";"236";"26";"-49";"300628"
"74476";"A045364";"PV21  ";"2019MM06";"300628";"137";"33";"144";"300772"
"74477";"A045364";"PV21  ";"2019KW02";"300449";"567";"174";"323";"300772"
"74478";"A045364";"PV21  ";"2019MM07";"300772";"282";"65";"332";"301104"
"74479";"A045364";"PV21  ";"2019MM08";"301104";"215";"38";"217";"301321"
"74480";"A045364";"PV21  ";"2019MM09";"301321";"164";"88";"146";"301467"
"74481";"A045364";"PV21  ";"2019KW03";"300772";"661";"191";"695";"301467"
"74482";"A045364";"PV21  ";"2019MM10";"301467";"125";"34";"123";"301590"
"74483";"A045364";"PV21  ";"2019MM11";"301590";"156";"546";"645";"302235"
"74484";"A045364";"PV21  ";"2019MM12";"302235";"264";"132";"343";"302578"
"74485";"A045364";"PV21  ";"2019KW04";"301467";"545";"712";"1111";"302578"
"74486";"A045364";"PV21  ";"2019JJ00";"300238";"2197";"1214";"2340";"302578"
"74487";"A045364";"PV21  ";"2020MM01";"302578";"84";"111";"125";"302703"
"74488";"A045364";"PV21  ";"2020MM02";"302703";"70";"30";"46";"302749"
"74489";"A045364";"PV21  ";"2020MM03";"302749";"68";"41";"-32";"302717"
"74490";"A045364";"PV21  ";"2020KW01";"302578";"222";"182";"139";"302717"
"74491";"A045364";"PV21  ";"2020MM04";"302717";"146";"105";"218";"302935"
"74492";"A045364";"PV21  ";"2020MM05";"302935";"229";"48";"238";"303173"
"74493";"A045364";"PV21  ";"2020MM06";"303173";"104";"116";"135";"303308"
"74494";"A045364";"PV21  ";"2020KW02";"302717";"479";"269";"591";"303308"
"74495";"A045364";"PV21  ";"2020MM07";"303308";"131";"85";"160";"303468"
"74496";"A045364";"PV21  ";"2020MM08";"303468";"182";"49";"204";"303672"
"74497";"A045364";"PV21  ";"2020MM09";"303672";"126";"54";"149";"303821"
"74498";"A045364";"PV21  ";"2020KW03";"303308";"439";"188";"513";"303821"
"74499";"A045364";"PV21  ";"2020MM10";"303821";"204";"37";"26";"303847"
"74500";"A045364";"PV22  ";"2012MM01";"219432";"6";"33";"-91";"219341"
"74501";"A045364";"PV22  ";"2012MM02";"219341";"28";"38";"-1220";"218121"
"74502";"A045364";"PV22  ";"2012MM03";"218121";"56";"307";"496";"218617"
"74503";"A045364";"PV22  ";"2012KW01";"219432";"90";"378";"-815";"218617"
"74504";"A045364";"PV22  ";"2012MM04";"218617";"21";"94";"30";"218647"
"74505";"A045364";"PV22  ";"2012MM05";"218647";"27";"157";"-99";"218548"
"74506";"A045364";"PV22  ";"2012MM06";"218548";"13";"84";"1";"218549"
"74507";"A045364";"PV22  ";"2012KW02";"218617";"61";"335";"-68";"218549"
"74508";"A045364";"PV22  ";"2012MM07";"218549";"106";"134";"267";"218816"
"74509";"A045364";"PV22  ";"2012MM08";"218816";"42";"22";"23";"218839"
"74510";"A045364";"PV22  ";"2012MM09";"218839";"92";"6";"42";"218881"
"74511";"A045364";"PV22  ";"2012KW03";"218549";"240";"162";"332";"218881"
"74512";"A045364";"PV22  ";"2012MM10";"218881";"80";"64";"47";"218928"
"74513";"A045364";"PV22  ";"2012MM11";"218928";"150";"60";"-3208";"215720"
"74514";"A045364";"PV22  ";"2012MM12";"215720";"116";"7";"-830";"214890"
"74515";"A045364";"PV22  ";"2012KW04";"218881";"346";"131";"-3991";"214890"
"74516";"A045364";"PV22  ";"2012JJ00";"219432";"737";"1006";"-4542";"214890"
"74517";"A045364";"PV22  ";"2013MM01";"214890";"43";"42";"-17";"214873"
"74518";"A045364";"PV22  ";"2013MM02";"214873";"82";"29";"23";"214896"
"74519";"A045364";"PV22  ";"2013MM03";"214896";"141";"26";"120";"215016"
"74520";"A045364";"PV22  ";"2013KW01";"214890";"266";"97";"126";"215016"
"74521";"A045364";"PV22  ";"2013MM04";"215016";"60";"305";"344";"215360"
"74522";"A045364";"PV22  ";"2013MM05";"215360";"123";"340";"77";"215437"
"74523";"A045364";"PV22  ";"2013MM06";"215437";"71";"626";"626";"216063"
"74524";"A045364";"PV22  ";"2013KW02";"215016";"254";"1271";"1047";"216063"
"74525";"A045364";"PV22  ";"2013MM07";"216063";"85";"226";"179";"216242"
"74526";"A045364";"PV22  ";"2013MM08";"216242";"58";"148";"165";"216407"
"74527";"A045364";"PV22  ";"2013MM09";"216407";"182";"620";"833";"217240"
"74528";"A045364";"PV22  ";"2013KW03";"216063";"325";"994";"1177";"217240"
"74529";"A045364";"PV22  ";"2013MM10";"217240";"251";"354";"552";"217792"
"74530";"A045364";"PV22  ";"2013MM11";"217792";"86";"94";"105";"217897"
"74531";"A045364";"PV22  ";"2013MM12";"217897";"118";"48";"128";"218025"
"74532";"A045364";"PV22  ";"2013KW04";"217240";"455";"496";"785";"218025"
"74533";"A045364";"PV22  ";"2013JJ00";"214890";"1300";"2858";"3135";"218025"
"74534";"A045364";"PV22  ";"2014MM01";"218025";"18";"44";"25";"218050"
"74535";"A045364";"PV22  ";"2014MM02";"218050";"58";"22";"-152";"217898"
"74536";"A045364";"PV22  ";"2014MM03";"217898";"24";"36";"-24";"217874"
"74537";"A045364";"PV22  ";"2014KW01";"218025";"100";"102";"-151";"217874"
