"ID";"Gebruiksfunctie";"RegioS";"Perioden";"BeginstandVoorraad_1";"Nieuwbouw_2";"OverigeToevoeging_3";"SaldoVoorraad_7";"EindstandVoorraad_8"
"75254";"A045364";"PV27  ";"2012MM08";"1259305";"521";"462";"621";"1259927"
"75255";"A045364";"PV27  ";"2012MM09";"1259927";"266";"319";"340";"1260267"
"75256";"A045364";"PV27  ";"2012KW03";"1258435";"1829";"1051";"1831";"1260267"
"75257";"A045364";"PV27  ";"2012MM10";"1260267";"626";"430";"586";"1260853"
"75258";"A045364";"PV27  ";"2012MM11";"1260853";"1144";"584";"795";"1261648"
"75259";"A045364";"PV27  ";"2012MM12";"1261648";"1083";"255";"1144";"1262792"
"75260";"A045364";"PV27  ";"2012KW04";"1260267";"2853";"1269";"2525";"1262792"
"75261";"A045364";"PV27  ";"2012JJ00";"1253527";"8060";"5162";"9262";"1262792"
"75262";"A045364";"PV27  ";"2013MM01";"1262792";"404";"1160";"1008";"1263800"
"75263";"A045364";"PV27  ";"2013MM02";"1263800";"590";"318";"408";"1264208"
"75264";"A045364";"PV27  ";"2013MM03";"1264208";"501";"243";"713";"1264921"
"75265";"A045364";"PV27  ";"2013KW01";"1262792";"1495";"1721";"2129";"1264921"
"75266";"A045364";"PV27  ";"2013MM04";"1264921";"731";"733";"563";"1265484"
"75267";"A045364";"PV27  ";"2013MM05";"1265484";"469";"646";"894";"1266378"
"75268";"A045364";"PV27  ";"2013MM06";"1266378";"789";"3764";"4370";"1270748"
"75269";"A045364";"PV27  ";"2013KW02";"1264921";"1989";"5143";"5827";"1270748"
"75270";"A045364";"PV27  ";"2013MM07";"1270748";"752";"1478";"1807";"1272555"
"75271";"A045364";"PV27  ";"2013MM08";"1272555";"576";"1453";"1944";"1274499"
"75272";"A045364";"PV27  ";"2013MM09";"1274499";"699";"450";"776";"1275275"
"75273";"A045364";"PV27  ";"2013KW03";"1270748";"2027";"3381";"4527";"1275275"
"75274";"A045364";"PV27  ";"2013MM10";"1275275";"602";"619";"1020";"1276296"
"75275";"A045364";"PV27  ";"2013MM11";"1276296";"352";"655";"694";"1276991"
"75276";"A045364";"PV27  ";"2013MM12";"1276991";"1368";"307";"1542";"1278533"
"75277";"A045364";"PV27  ";"2013KW04";"1275275";"2322";"1581";"3256";"1278533"
"75278";"A045364";"PV27  ";"2013JJ00";"1262792";"7833";"11826";"15739";"1278533"
"75279";"A045364";"PV27  ";"2014MM01";"1278533";"493";"444";"492";"1279025"
"75280";"A045364";"PV27  ";"2014MM02";"1279025";"518";"465";"442";"1279467"
"75281";"A045364";"PV27  ";"2014MM03";"1279467";"1002";"418";"1167";"1280634"
"75282";"A045364";"PV27  ";"2014KW01";"1278533";"2013";"1327";"2101";"1280634"
"75283";"A045364";"PV27  ";"2014MM04";"1280634";"504";"262";"366";"1281000"
"75284";"A045364";"PV27  ";"2014MM05";"1281000";"851";"215";"951";"1281953"
"75285";"A045364";"PV27  ";"2014MM06";"1281953";"484";"623";"842";"1282795"
"75286";"A045364";"PV27  ";"2014KW02";"1280634";"1839";"1100";"2159";"1282795"
"75287";"A045364";"PV27  ";"2014MM07";"1282795";"388";"617";"837";"1283632"
"75288";"A045364";"PV27  ";"2014MM08";"1283632";"466";"243";"309";"1283941"
"75289";"A045364";"PV27  ";"2014MM09";"1283941";"482";"386";"642";"1284583"
"75290";"A045364";"PV27  ";"2014KW03";"1282795";"1336";"1246";"1788";"1284583"
"75291";"A045364";"PV27  ";"2014MM10";"1284583";"731";"523";"724";"1285307"
"75292";"A045364";"PV27  ";"2014MM11";"1285307";"989";"812";"1545";"1286852"
"75293";"A045364";"PV27  ";"2014MM12";"1286852";"885";"830";"819";"1287671"
"75294";"A045364";"PV27  ";"2014KW04";"1284583";"2605";"2165";"3088";"1287671"
"75295";"A045364";"PV27  ";"2014JJ00";"1278533";"7793";"5838";"9136";"1287671"
"75296";"A045364";"PV27  ";"2015MM01";"1287671";"1016";"534";"1381";"1289052"
"75297";"A045364";"PV27  ";"2015MM02";"1289052";"966";"446";"964";"1290016"
"75298";"A045364";"PV27  ";"2015MM03";"1290016";"762";"528";"920";"1290936"
"75299";"A045364";"PV27  ";"2015KW01";"1287671";"2744";"1508";"3265";"1290936"
"75300";"A045364";"PV27  ";"2015MM04";"1290936";"1289";"626";"1326";"1292262"
"75301";"A045364";"PV27  ";"2015MM05";"1292262";"452";"244";"436";"1292698"
"75302";"A045364";"PV27  ";"2015MM06";"1292698";"1100";"1006";"1467";"1294165"
"75303";"A045364";"PV27  ";"2015KW02";"1290936";"2841";"1876";"3229";"1294165"
"75304";"A045364";"PV27  ";"2015MM07";"1294165";"708";"532";"968";"1295133"
"75305";"A045364";"PV27  ";"2015MM08";"1295133";"531";"410";"887";"1296020"
"75306";"A045364";"PV27  ";"2015MM09";"1296020";"1189";"303";"1299";"1297319"
"75307";"A045364";"PV27  ";"2015KW03";"1294165";"2428";"1245";"3154";"1297319"
"75308";"A045364";"PV27  ";"2015MM10";"1297319";"318";"414";"328";"1297647"
"75309";"A045364";"PV27  ";"2015MM11";"1297647";"778";"464";"779";"1298426"
"75310";"A045364";"PV27  ";"2015MM12";"1298426";"1059";"1117";"1668";"1300094"
"75311";"A045364";"PV27  ";"2015KW04";"1297319";"2155";"1995";"2775";"1300094"
"75312";"A045364";"PV27  ";"2015JJ00";"1287671";"10168";"6624";"12423";"1300094"
"75313";"A045364";"PV27  ";"2016MM01";"1300094";"776";"273";"871";"1300965"
"75314";"A045364";"PV27  ";"2016MM02";"1300965";"773";"515";"766";"1301733"
"75315";"A045364";"PV27  ";"2016MM03";"1301733";"922";"631";"1171";"1302904"
"75316";"A045364";"PV27  ";"2016KW01";"1300094";"2471";"1419";"2808";"1302904"
"75317";"A045364";"PV27  ";"2016MM04";"1302904";"670";"218";"18";"1302922"
"75318";"A045364";"PV27  ";"2016MM05";"1302922";"1053";"190";"1133";"1304055"
"75319";"A045364";"PV27  ";"2016MM06";"1304055";"1122";"266";"1593";"1305648"
"75320";"A045364";"PV27  ";"2016KW02";"1302904";"2845";"674";"2744";"1305648"
"75321";"A045364";"PV27  ";"2016MM07";"1305648";"906";"438";"1029";"1306677"
"75322";"A045364";"PV27  ";"2016MM08";"1306677";"566";"741";"617";"1307294"
"75323";"A045364";"PV27  ";"2016MM09";"1307294";"805";"312";"675";"1307969"
"75324";"A045364";"PV27  ";"2016KW03";"1305648";"2277";"1491";"2321";"1307969"
"75325";"A045364";"PV27  ";"2016MM10";"1307969";"705";"702";"-2931";"1305038"
"75326";"A045364";"PV27  ";"2016MM11";"1305038";"1099";"689";"541";"1305579"
"75327";"A045364";"PV27  ";"2016MM12";"1305579";"1425";"625";"1774";"1307353"
"75328";"A045364";"PV27  ";"2016KW04";"1307969";"3229";"2016";"-616";"1307353"
"75329";"A045364";"PV27  ";"2016JJ00";"1300094";"10822";"5600";"7257";"1307353"
"75330";"A045364";"PV27  ";"2017MM01";"1307353";"358";"295";"474";"1307827"
"75331";"A045364";"PV27  ";"2017MM02";"1307827";"1388";"472";"1508";"1309335"
"75332";"A045364";"PV27  ";"2017MM03";"1309335";"1124";"488";"1290";"1310625"
"75333";"A045364";"PV27  ";"2017KW01";"1307353";"2870";"1255";"3272";"1310625"
"75334";"A045364";"PV27  ";"2017MM04";"1310625";"332";"256";"369";"1310994"
"75335";"A045364";"PV27  ";"2017MM05";"1310994";"824";"437";"929";"1311923"
"75336";"A045364";"PV27  ";"2017MM06";"1311923";"899";"480";"131";"1312054"
"75337";"A045364";"PV27  ";"2017KW02";"1310625";"2055";"1173";"1429";"1312054"
"75338";"A045364";"PV27  ";"2017MM07";"1312054";"612";"266";"551";"1312605"
"75339";"A045364";"PV27  ";"2017MM08";"1312605";"348";"250";"341";"1312946"
"75340";"A045364";"PV27  ";"2017MM09";"1312946";"622";"194";"647";"1313593"
"75341";"A045364";"PV27  ";"2017KW03";"1312054";"1582";"710";"1539";"1313593"
"75342";"A045364";"PV27  ";"2017MM10";"1313593";"1903";"488";"1988";"1315581"
"75343";"A045364";"PV27  ";"2017MM11";"1315581";"1106";"458";"1196";"1316777"
"75344";"A045364";"PV27  ";"2017MM12";"1316777";"1428";"298";"1559";"1318336"
"75345";"A045364";"PV27  ";"2017KW04";"1313593";"4437";"1244";"4743";"1318336"
"75346";"A045364";"PV27  ";"2017JJ00";"1307353";"10944";"4382";"10983";"1318336"
"75347";"A045364";"PV27  ";"2018MM01";"1318336";"1021";"661";"1427";"1319764"
"75348";"A045364";"PV27  ";"2018MM02";"1319764";"511";"728";"770";"1320534"
"75349";"A045364";"PV27  ";"2018MM03";"1320534";"2311";"531";"2510";"1323044"
"75350";"A045364";"PV27  ";"2018KW01";"1318336";"3843";"1920";"4707";"1323044"
"75351";"A045364";"PV27  ";"2018MM04";"1323044";"1571";"344";"1595";"1324639"
"75352";"A045364";"PV27  ";"2018MM05";"1324639";"785";"509";"960";"1325599"
"75353";"A045364";"PV27  ";"2018MM06";"1325599";"892";"325";"957";"1326556"
"75354";"A045364";"PV27  ";"2018KW02";"1323044";"3248";"1178";"3512";"1326556"
"75355";"A045364";"PV27  ";"2018MM07";"1326556";"845";"337";"1039";"1327595"
"75356";"A045364";"PV27  ";"2018MM08";"1327595";"573";"369";"774";"1328369"
"75357";"A045364";"PV27  ";"2018MM09";"1328369";"351";"145";"270";"1328639"
"75358";"A045364";"PV27  ";"2018KW03";"1326556";"1769";"851";"2083";"1328639"
"75359";"A045364";"PV27  ";"2018MM10";"1328639";"1248";"597";"1406";"1330045"
"75360";"A045364";"PV27  ";"2018MM11";"1330045";"1822";"531";"1823";"1331868"
"75361";"A045364";"PV27  ";"2018MM12";"1331868";"2038";"433";"2231";"1334099"
"75362";"A045364";"PV27  ";"2018KW04";"1328639";"5108";"1561";"5460";"1334099"
"75363";"A045364";"PV27  ";"2018JJ00";"1318336";"13968";"5510";"15762";"1334099"
"75364";"A045364";"PV27  ";"2019MM01";"1334098";"516";"481";"714";"1334812"
"75365";"A045364";"PV27  ";"2019MM02";"1334812";"708";"476";"454";"1335266"
"75366";"A045364";"PV27  ";"2019MM03";"1335266";"1282";"383";"1484";"1336750"
"75367";"A045364";"PV27  ";"2019KW01";"1334098";"2506";"1340";"2652";"1336750"
"75368";"A045364";"PV27  ";"2019MM04";"1336750";"846";"379";"910";"1337660"
"75369";"A045364";"PV27  ";"2019MM05";"1337660";"1847";"317";"1632";"1339292"
"75370";"A045364";"PV27  ";"2019MM06";"1339292";"758";"228";"801";"1340093"
"75371";"A045364";"PV27  ";"2019KW02";"1336750";"3451";"924";"3343";"1340093"
"75372";"A045364";"PV27  ";"2019MM07";"1340093";"1143";"737";"1718";"1341811"
"75373";"A045364";"PV27  ";"2019MM08";"1341811";"1015";"415";"851";"1342662"
"75374";"A045364";"PV27  ";"2019MM09";"1342662";"1075";"256";"1216";"1343878"
"75375";"A045364";"PV27  ";"2019KW03";"1340093";"3233";"1408";"3785";"1343878"
"75376";"A045364";"PV27  ";"2019MM10";"1343878";"1984";"366";"2015";"1345894"
"75377";"A045364";"PV27  ";"2019MM11";"1345894";"1280";"555";"1324";"1347218"
"75378";"A045364";"PV27  ";"2019MM12";"1347218";"1422";"344";"1532";"1348750"
"75379";"A045364";"PV27  ";"2019KW04";"1343878";"4686";"1265";"4871";"1348750"
"75380";"A045364";"PV27  ";"2019JJ00";"1334098";"13876";"4937";"14651";"1348750"
"75381";"A045364";"PV27  ";"2020MM01";"1348750";"718";"337";"558";"1349308"
"75382";"A045364";"PV27  ";"2020MM02";"1349308";"1079";"252";"1158";"1350467"
"75383";"A045364";"PV27  ";"2020MM03";"1350467";"721";"245";"721";"1351188"
"75384";"A045364";"PV27  ";"2020KW01";"1348750";"2518";"834";"2437";"1351188"
"75385";"A045364";"PV27  ";"2020MM04";"1351188";"728";"276";"486";"1351674"
"75386";"A045364";"PV27  ";"2020MM05";"1351674";"829";"122";"888";"1352562"
"75387";"A045364";"PV27  ";"2020MM06";"1352562";"747";"331";"1080";"1353642"
"75388";"A045364";"PV27  ";"2020KW02";"1351188";"2304";"729";"2454";"1353642"
"75389";"A045364";"PV27  ";"2020MM07";"1353642";"628";"185";"455";"1354097"
"75390";"A045364";"PV27  ";"2020MM08";"1354097";"490";"220";"650";"1354747"
"75391";"A045364";"PV27  ";"2020MM09";"1354747";"622";"177";"600";"1355347"
"75392";"A045364";"PV27  ";"2020KW03";"1353642";"1740";"582";"1705";"1355347"
"75393";"A045364";"PV27  ";"2020MM10";"1355347";"1241";"260";"1412";"1356759"
"75394";"A045364";"PV28  ";"2012MM01";"1605453";"231";"517";"-119";"1605334"
"75395";"A045364";"PV28  ";"2012MM02";"1605334";"759";"360";"462";"1605796"
"75396";"A045364";"PV28  ";"2012MM03";"1605796";"483";"1295";"786";"1606582"
"75397";"A045364";"PV28  ";"2012KW01";"1605453";"1473";"2172";"1129";"1606582"
"75398";"A045364";"PV28  ";"2012MM04";"1606582";"487";"439";"617";"1607199"
"75399";"A045364";"PV28  ";"2012MM05";"1607199";"768";"1031";"1538";"1608737"
"75400";"A045364";"PV28  ";"2012MM06";"1608737";"583";"653";"671";"1609408"
"75401";"A045364";"PV28  ";"2012KW02";"1606582";"1838";"2123";"2826";"1609408"
"75402";"A045364";"PV28  ";"2012MM07";"1609408";"1251";"424";"2337";"1611745"
"75403";"A045364";"PV28  ";"2012MM08";"1611745";"1024";"551";"1207";"1612952"
"75404";"A045364";"PV28  ";"2012MM09";"1612952";"659";"415";"861";"1613813"
"75405";"A045364";"PV28  ";"2012KW03";"1609408";"2934";"1390";"4405";"1613813"
"75406";"A045364";"PV28  ";"2012MM10";"1613813";"989";"1285";"1630";"1615443"
"75407";"A045364";"PV28  ";"2012MM11";"1615443";"1019";"575";"1101";"1616544"
"75408";"A045364";"PV28  ";"2012MM12";"1616544";"1817";"417";"2104";"1618648"
"75409";"A045364";"PV28  ";"2012KW04";"1613813";"3825";"2277";"4835";"1618648"
"75410";"A045364";"PV28  ";"2012JJ00";"1605453";"10070";"7962";"13195";"1618648"
"75411";"A045364";"PV28  ";"2013MM01";"1618648";"654";"570";"845";"1619493"
"75412";"A045364";"PV28  ";"2013MM02";"1619493";"1192";"352";"1022";"1620515"
"75413";"A045364";"PV28  ";"2013MM03";"1620515";"542";"628";"768";"1621283"
"75414";"A045364";"PV28  ";"2013KW01";"1618648";"2388";"1550";"2635";"1621283"
"75415";"A045364";"PV28  ";"2013MM04";"1621283";"973";"575";"1090";"1622373"
"75416";"A045364";"PV28  ";"2013MM05";"1622373";"747";"625";"988";"1623361"
"75417";"A045364";"PV28  ";"2013MM06";"1623361";"825";"1856";"2165";"1625526"
"75418";"A045364";"PV28  ";"2013KW02";"1621283";"2545";"3056";"4243";"1625526"
"75419";"A045364";"PV28  ";"2013MM07";"1625526";"886";"1734";"2241";"1627767"
"75420";"A045364";"PV28  ";"2013MM08";"1627767";"531";"1129";"1176";"1628943"
"75421";"A045364";"PV28  ";"2013MM09";"1628943";"775";"740";"1189";"1630132"
"75422";"A045364";"PV28  ";"2013KW03";"1625526";"2192";"3603";"4606";"1630132"
"75423";"A045364";"PV28  ";"2013MM10";"1630132";"1341";"1047";"1868";"1632000"
"75424";"A045364";"PV28  ";"2013MM11";"1632000";"1024";"817";"1613";"1633613"
"75425";"A045364";"PV28  ";"2013MM12";"1633613";"1421";"2614";"2484";"1636097"
"75426";"A045364";"PV28  ";"2013KW04";"1630132";"3786";"4478";"5965";"1636097"
"75427";"A045364";"PV28  ";"2013JJ00";"1618648";"10911";"12687";"17449";"1636097"
"75428";"A045364";"PV28  ";"2014MM01";"1636097";"632";"288";"539";"1636636"
"75429";"A045364";"PV28  ";"2014MM02";"1636636";"391";"531";"628";"1637264"
"75430";"A045364";"PV28  ";"2014MM03";"1637264";"486";"607";"696";"1637960"
"75431";"A045364";"PV28  ";"2014KW01";"1636097";"1509";"1426";"1863";"1637960"
"75432";"A045364";"PV28  ";"2014MM04";"1637960";"423";"953";"662";"1638622"
"75433";"A045364";"PV28  ";"2014MM05";"1638622";"457";"866";"709";"1639331"
"75434";"A045364";"PV28  ";"2014MM06";"1639331";"591";"363";"708";"1640039"
"75435";"A045364";"PV28  ";"2014KW02";"1637960";"1471";"2182";"2079";"1640039"
"75436";"A045364";"PV28  ";"2014MM07";"1640039";"573";"764";"776";"1640815"
"75437";"A045364";"PV28  ";"2014MM08";"1640815";"1131";"1200";"2065";"1642880"
"75438";"A045364";"PV28  ";"2014MM09";"1642880";"471";"441";"499";"1643379"
"75439";"A045364";"PV28  ";"2014KW03";"1640039";"2175";"2405";"3340";"1643379"
"75440";"A045364";"PV28  ";"2014MM10";"1643379";"1390";"412";"1402";"1644781"
"75441";"A045364";"PV28  ";"2014MM11";"1644781";"599";"674";"982";"1645763"
"75442";"A045364";"PV28  ";"2014MM12";"1645763";"1290";"953";"1659";"1647422"
"75443";"A045364";"PV28  ";"2014KW04";"1643379";"3279";"2039";"4043";"1647422"
"75444";"A045364";"PV28  ";"2014JJ00";"1636097";"8434";"8052";"11325";"1647422"
"75445";"A045364";"PV28  ";"2015MM01";"1647422";"880";"400";"1026";"1648448"
"75446";"A045364";"PV28  ";"2015MM02";"1648448";"1110";"400";"1297";"1649745"
"75447";"A045364";"PV28  ";"2015MM03";"1649745";"577";"450";"438";"1650183"
"75448";"A045364";"PV28  ";"2015KW01";"1647422";"2567";"1250";"2761";"1650183"
"75449";"A045364";"PV28  ";"2015MM04";"1650183";"747";"393";"779";"1650962"
"75450";"A045364";"PV28  ";"2015MM05";"1650962";"426";"210";"363";"1651325"
"75451";"A045364";"PV28  ";"2015MM06";"1651325";"794";"351";"125";"1651450"
"75452";"A045364";"PV28  ";"2015KW02";"1650183";"1967";"954";"1267";"1651450"
"75453";"A045364";"PV28  ";"2015MM07";"1651450";"885";"488";"893";"1652343"
"75454";"A045364";"PV28  ";"2015MM08";"1652343";"363";"386";"388";"1652731"
"75455";"A045364";"PV28  ";"2015MM09";"1652731";"759";"1028";"1599";"1654330"
"75456";"A045364";"PV28  ";"2015KW03";"1651450";"2007";"1902";"2880";"1654330"
"75457";"A045364";"PV28  ";"2015MM10";"1654330";"735";"247";"648";"1654978"
"75458";"A045364";"PV28  ";"2015MM11";"1654978";"831";"249";"494";"1655472"
"75459";"A045364";"PV28  ";"2015MM12";"1655472";"1861";"304";"1762";"1657234"
"75460";"A045364";"PV28  ";"2015KW04";"1654330";"3427";"800";"2904";"1657234"
"75461";"A045364";"PV28  ";"2015JJ00";"1647422";"9968";"4906";"9812";"1657234"
"75462";"A045364";"PV28  ";"2016MM01";"1657234";"734";"557";"661";"1657895"
"75463";"A045364";"PV28  ";"2016MM02";"1657895";"319";"306";"426";"1658321"
"75464";"A045364";"PV28  ";"2016MM03";"1658321";"758";"334";"678";"1658999"
"75465";"A045364";"PV28  ";"2016KW01";"1657234";"1811";"1197";"1765";"1658999"
"75466";"A045364";"PV28  ";"2016MM04";"1658999";"983";"225";"886";"1659885"
"75467";"A045364";"PV28  ";"2016MM05";"1659885";"809";"752";"370";"1660255"
"75468";"A045364";"PV28  ";"2016MM06";"1660255";"643";"300";"649";"1660904"
"75469";"A045364";"PV28  ";"2016KW02";"1658999";"2435";"1277";"1905";"1660904"
"75470";"A045364";"PV28  ";"2016MM07";"1660904";"794";"507";"164";"1661068"
"75471";"A045364";"PV28  ";"2016MM08";"1661068";"655";"830";"21";"1661089"
"75472";"A045364";"PV28  ";"2016MM09";"1661089";"596";"1063";"405";"1661493"
"75473";"A045364";"PV28  ";"2016KW03";"1660904";"2045";"2400";"590";"1661493"
"75474";"A045364";"PV28  ";"2016MM10";"1661493";"1181";"460";"1361";"1662855"
"75475";"A045364";"PV28  ";"2016MM11";"1662855";"735";"364";"763";"1663618"
"75476";"A045364";"PV28  ";"2016MM12";"1663618";"2883";"829";"3072";"1666690"
"75477";"A045364";"PV28  ";"2016KW04";"1661493";"4799";"1653";"5196";"1666690"
"75478";"A045364";"PV28  ";"2016JJ00";"1657234";"11090";"6527";"9456";"1666690"
"75479";"A045364";"PV28  ";"2017MM01";"1666690";"607";"311";"185";"1666875"
"75480";"A045364";"PV28  ";"2017MM02";"1666875";"989";"400";"770";"1667645"
"75481";"A045364";"PV28  ";"2017MM03";"1667645";"1280";"799";"848";"1668493"
"75482";"A045364";"PV28  ";"2017KW01";"1666690";"2876";"1510";"1803";"1668493"
"75483";"A045364";"PV28  ";"2017MM04";"1668493";"960";"295";"543";"1669036"
"75484";"A045364";"PV28  ";"2017MM05";"1669036";"770";"456";"909";"1669945"
"75485";"A045364";"PV28  ";"2017MM06";"1669945";"1134";"642";"824";"1670769"
"75486";"A045364";"PV28  ";"2017KW02";"1668493";"2864";"1393";"2276";"1670769"
"75487";"A045364";"PV28  ";"2017MM07";"1670769";"1515";"403";"1430";"1672199"
"75488";"A045364";"PV28  ";"2017MM08";"1672199";"1423";"822";"1930";"1674129"
"75489";"A045364";"PV28  ";"2017MM09";"1674129";"634";"630";"617";"1674746"
"75490";"A045364";"PV28  ";"2017KW03";"1670769";"3572";"1855";"3977";"1674746"
"75491";"A045364";"PV28  ";"2017MM10";"1674746";"1001";"587";"645";"1675391"
"75492";"A045364";"PV28  ";"2017MM11";"1675391";"1436";"337";"1322";"1676713"
"75493";"A045364";"PV28  ";"2017MM12";"1676713";"1467";"522";"921";"1677634"
"75494";"A045364";"PV28  ";"2017KW04";"1674746";"3904";"1446";"2888";"1677634"
"75495";"A045364";"PV28  ";"2017JJ00";"1666690";"13216";"6204";"10944";"1677634"
"75496";"A045364";"PV28  ";"2018MM01";"1677634";"593";"537";"836";"1678470"
"75497";"A045364";"PV28  ";"2018MM02";"1678470";"694";"414";"929";"1679399"
"75498";"A045364";"PV28  ";"2018MM03";"1679399";"1122";"581";"1472";"1680871"
"75499";"A045364";"PV28  ";"2018KW01";"1677634";"2409";"1532";"3237";"1680871"
"75500";"A045364";"PV28  ";"2018MM04";"1680871";"965";"226";"1056";"1681927"
"75501";"A045364";"PV28  ";"2018MM05";"1681927";"734";"325";"810";"1682737"
"75502";"A045364";"PV28  ";"2018MM06";"1682737";"967";"282";"740";"1683477"
"75503";"A045364";"PV28  ";"2018KW02";"1680871";"2666";"833";"2606";"1683477"
"75504";"A045364";"PV28  ";"2018MM07";"1683477";"1022";"341";"953";"1684430"
"75505";"A045364";"PV28  ";"2018MM08";"1684430";"526";"305";"592";"1685022"
"75506";"A045364";"PV28  ";"2018MM09";"1685022";"765";"481";"740";"1685762"
"75507";"A045364";"PV28  ";"2018KW03";"1683477";"2313";"1127";"2285";"1685762"
"75508";"A045364";"PV28  ";"2018MM10";"1685762";"1217";"591";"1520";"1687282"
"75509";"A045364";"PV28  ";"2018MM11";"1687282";"1604";"718";"2016";"1689298"
"75510";"A045364";"PV28  ";"2018MM12";"1689298";"1127";"391";"868";"1690166"
"75511";"A045364";"PV28  ";"2018KW04";"1685762";"3948";"1700";"4404";"1690166"
"75512";"A045364";"PV28  ";"2018JJ00";"1677634";"11336";"5192";"12532";"1690166"
"75513";"A045364";"PV28  ";"2019MM01";"1675517";"1060";"450";"990";"1676507"
"75514";"A045364";"PV28  ";"2019MM02";"1676507";"896";"689";"930";"1677437"
"75515";"A045364";"PV28  ";"2019MM03";"1677437";"920";"846";"1628";"1679065"
"75516";"A045364";"PV28  ";"2019KW01";"1675517";"2876";"1985";"3548";"1679065"
"75517";"A045364";"PV28  ";"2019MM04";"1679065";"1038";"421";"1540";"1680605"
"75518";"A045364";"PV28  ";"2019MM05";"1680605";"981";"339";"850";"1681455"
"75519";"A045364";"PV28  ";"2019MM06";"1681455";"1378";"398";"1485";"1682940"
"75520";"A045364";"PV28  ";"2019KW02";"1679065";"3397";"1158";"3875";"1682940"
"75521";"A045364";"PV28  ";"2019MM07";"1682940";"2408";"1123";"2938";"1685878"
"75522";"A045364";"PV28  ";"2019MM08";"1685878";"705";"470";"825";"1686703"
"75523";"A045364";"PV28  ";"2019MM09";"1686703";"630";"412";"901";"1687604"
"75524";"A045364";"PV28  ";"2019KW03";"1682940";"3743";"2005";"4664";"1687604"
"75525";"A045364";"PV28  ";"2019MM10";"1687604";"875";"512";"1171";"1688775"
"75526";"A045364";"PV28  ";"2019MM11";"1688775";"1162";"705";"1663";"1690438"
"75527";"A045364";"PV28  ";"2019MM12";"1690438";"1512";"1298";"2450";"1692888"
"75528";"A045364";"PV28  ";"2019KW04";"1687604";"3549";"2515";"5284";"1692888"
"75529";"A045364";"PV28  ";"2019JJ00";"1675517";"13565";"7663";"17371";"1692888"
"75530";"A045364";"PV28  ";"2020MM01";"1692888";"655";"318";"732";"1693620"
"75531";"A045364";"PV28  ";"2020MM02";"1693620";"981";"506";"968";"1694588"
"75532";"A045364";"PV28  ";"2020MM03";"1694588";"1532";"448";"1653";"1696241"
"75533";"A045364";"PV28  ";"2020KW01";"1692888";"3168";"1272";"3353";"1696241"
"75534";"A045364";"PV28  ";"2020MM04";"1696241";"1680";"424";"1828";"1698069"
"75535";"A045364";"PV28  ";"2020MM05";"1698069";"891";"524";"1489";"1699558"
"75536";"A045364";"PV28  ";"2020MM06";"1699558";"1097";"441";"1229";"1700787"
"75537";"A045364";"PV28  ";"2020KW02";"1696241";"3668";"1389";"4546";"1700787"
"75538";"A045364";"PV28  ";"2020MM07";"1700787";"1387";"443";"1455";"1702242"
"75539";"A045364";"PV28  ";"2020MM08";"1702242";"707";"641";"1106";"1703348"
"75540";"A045364";"PV28  ";"2020MM09";"1703348";"1451";"514";"1608";"1704956"
"75541";"A045364";"PV28  ";"2020KW03";"1700787";"3545";"1598";"4169";"1704956"
"75542";"A045364";"PV28  ";"2020MM10";"1704956";"1581";"383";"1674";"1706630"
"75543";"A045364";"PV29  ";"2012MM01";"181244";"32";"80";"109";"181353"
"75544";"A045364";"PV29  ";"2012MM02";"181353";"31";"33";"-2141";"179212"
"75545";"A045364";"PV29  ";"2012MM03";"179212";"124";"260";"359";"179571"
"75546";"A045364";"PV29  ";"2012KW01";"181244";"187";"373";"-1673";"179571"
"75547";"A045364";"PV29  ";"2012MM04";"179571";"31";"195";"143";"179714"
"75548";"A045364";"PV29  ";"2012MM05";"179714";"99";"72";"6";"179720"
"75549";"A045364";"PV29  ";"2012MM06";"179720";"69";"22";"-162";"179558"
"75550";"A045364";"PV29  ";"2012KW02";"179571";"199";"289";"-13";"179558"
"75551";"A045364";"PV29  ";"2012MM07";"179558";"94";"10";"-116";"179442"
"75552";"A045364";"PV29  ";"2012MM08";"179442";"252";"26";"329";"179771"
"75553";"A045364";"PV29  ";"2012MM09";"179771";"33";"52";"60";"179831"
"75554";"A045364";"PV29  ";"2012KW03";"179558";"379";"88";"273";"179831"
"75555";"A045364";"PV29  ";"2012MM10";"179831";"136";"132";"197";"180028"
"75556";"A045364";"PV29  ";"2012MM11";"180028";"143";"97";"160";"180188"
"75557";"A045364";"PV29  ";"2012MM12";"180188";"101";"102";"181";"180369"
"75558";"A045364";"PV29  ";"2012KW04";"179831";"380";"331";"538";"180369"
"75559";"A045364";"PV29  ";"2012JJ00";"181244";"1145";"1081";"-875";"180369"
"75560";"A045364";"PV29  ";"2013MM01";"180369";"61";"72";"143";"180511"
"75561";"A045364";"PV29  ";"2013MM02";"180511";"55";"25";"66";"180577"
"75562";"A045364";"PV29  ";"2013MM03";"180577";"25";"33";"-21";"180556"
"75563";"A045364";"PV29  ";"2013KW01";"180369";"141";"130";"188";"180556"
"75564";"A045364";"PV29  ";"2013MM04";"180556";"35";"22";"-7";"180549"
"75565";"A045364";"PV29  ";"2013MM05";"180549";"42";"443";"431";"180980"
"75566";"A045364";"PV29  ";"2013MM06";"180980";"73";"426";"457";"181437"
"75567";"A045364";"PV29  ";"2013KW02";"180556";"150";"891";"881";"181437"
