,RegioS,Perioden,Woningvoorraad,Toevoeging,Toelichting,PrijsindexVerkoopprijzen_1,OntwikkelingTOVVoorgaandePeriode_2,OntwikkelingTOVEenJaarEerder_3,VerkochteWoningen_4,OntwikkelingTOVVoorgaandePeriode_5,OntwikkelingTOVEenJaarEerder_6,GemiddeldeVerkoopprijs_7,TotaleWaardeVerkoopprijzen_8
413,GM0010,1995.5,13052.0,4,Delfzijl,,,,,,,,
414,GM0010,1995.75,13056.0,6,Delfzijl,,,,,,,,
415,GM0010,1996.0,13062.0,34,Delfzijl,,,,,,,,
416,GM0010,1996.25,13091.0,-16,Delfzijl,,,,,,,,
417,GM0010,1996.5,13075.0,31,Delfzijl,,,,,,,,
418,GM0010,1996.75,13106.0,2,Delfzijl,,,,,,,,
419,GM0010,1997.0,13108.0,14,Delfzijl,,,,,,,,
420,GM0010,1997.25,13127.0,7,Delfzijl,,,,,,,,
421,GM0010,1997.5,13134.0,9,Delfzijl,,,,,,,,
422,GM0010,1997.75,13143.0,38,Delfzijl,,,,,,,,
423,GM0010,1998.0,13181.0,-15,Delfzijl,,,,,,,,
424,GM0010,1998.25,13167.0,5,Delfzijl,,,,,,,,
425,GM0010,1998.5,13172.0,60,Delfzijl,,,,,,,,
426,GM0010,1998.75,13232.0,32,Delfzijl,,,,,,,,
427,GM0010,1999.0,13264.0,23,Delfzijl,,,,,,,,
428,GM0010,1999.25,13286.0,-113,Delfzijl,,,,,,,,
429,GM0010,1999.5,13173.0,-153,Delfzijl,,,,,,,,
430,GM0010,1999.75,13020.0,-20,Delfzijl,,,,,,,,
431,GM0010,2000.0,13000.0,-206,Delfzijl,,,,,,,,
432,GM0010,2000.25,12776.0,-11,Delfzijl,,,,,,,,
433,GM0010,2000.5,12765.0,2,Delfzijl,,,,,,,,
434,GM0010,2000.75,12767.0,6,Delfzijl,,,,,,,,
435,GM0010,2001.0,12773.0,56,Delfzijl,,,,,,,,
436,GM0010,2001.25,12827.0,22,Delfzijl,,,,,,,,
437,GM0010,2001.5,12849.0,-3,Delfzijl,,,,,,,,
438,GM0010,2001.75,12846.0,32,Delfzijl,,,,,,,,
439,GM0010,2002.0,12878.0,-7,Delfzijl,,,,,,,,
440,GM0010,2002.25,12868.0,3,Delfzijl,,,,,,,,
441,GM0010,2002.5,12871.0,-67,Delfzijl,,,,,,,,
442,GM0010,2002.75,12804.0,-10,Delfzijl,,,,,,,,
443,GM0010,2003.0,12794.0,-83,Delfzijl,,,,,,,,
444,GM0010,2003.25,12710.0,1,Delfzijl,,,,,,,,
445,GM0010,2003.5,12711.0,-95,Delfzijl,,,,,,,,
446,GM0010,2003.75,12616.0,16,Delfzijl,,,,,,,,
447,GM0010,2004.0,12632.0,-45,Delfzijl,,,,,,,,
448,GM0010,2004.25,12590.0,4,Delfzijl,,,,,,,,
449,GM0010,2004.5,12594.0,-87,Delfzijl,,,,,,,,
450,GM0010,2004.75,12507.0,-37,Delfzijl,,,,,,,,
451,GM0010,2005.0,12470.0,-98,Delfzijl,,,,,,,,
452,GM0010,2005.25,12378.0,-12,Delfzijl,,,,,,,,
453,GM0010,2005.5,12366.0,-90,Delfzijl,,,,,,,,
454,GM0010,2005.75,12276.0,-15,Delfzijl,,,,,,,,
455,GM0010,2006.0,12261.0,-77,Delfzijl,,,,,,,,
456,GM0010,2006.25,12184.0,-1,Delfzijl,,,,,,,,
457,GM0010,2006.5,12183.0,-66,Delfzijl,,,,,,,,
458,GM0010,2006.75,12117.0,-37,Delfzijl,,,,,,,,
459,GM0010,2007.0,12080.0,-8,Delfzijl,,,,,,,,
460,GM0010,2007.25,12070.0,-,Delfzijl,,,,,,,,
461,GM0010,2007.5,12070.0,-22,Delfzijl,,,,,,,,
462,GM0010,2007.75,12048.0,-6,Delfzijl,,,,,,,,
463,GM0010,2008.0,12042.0,-64,Delfzijl,,,,,,,,
464,GM0010,2008.25,12012.0,-42,Delfzijl,,,,,,,,
465,GM0010,2008.5,11970.0,28,Delfzijl,,,,,,,,
466,GM0010,2008.75,11998.0,-63,Delfzijl,,,,,,,,
467,GM0010,2009.0,11935.0,5,Delfzijl,,,,,,,,
468,GM0010,2009.25,11943.0,-3,Delfzijl,,,,,,,,
469,GM0010,2009.5,11940.0,-33,Delfzijl,,,,,,,,
470,GM0010,2009.75,11907.0,25,Delfzijl,,,,,,,,
471,GM0010,2010.0,11932.0,-106,Delfzijl,,,,,,,,
472,GM0010,2010.25,11826.0,-3,Delfzijl,,,,,,,,
473,GM0010,2010.5,11823.0,-5,Delfzijl,,,,,,,,
474,GM0010,2010.75,11818.0,-,Delfzijl,,,,,,,,
475,GM0010,2011.0,11818.0,1,Delfzijl,,,,,,,,
476,GM0010,2011.25,11820.0,-1,Delfzijl,,,,,,,,
477,GM0010,2011.5,11819.0,20,Delfzijl,,,,,,,,
478,GM0010,2011.75,11839.0,6,Delfzijl,,,,,,,,
479,GM0010,2012.0,11845.0,5,Delfzijl,,,,,,,,
480,GM0010,2012.25,11982.0,-4,Delfzijl,,,,,,,,
481,GM0010,2012.5,11978.0,19,Delfzijl,,,,,,,,
482,GM0010,2012.75,11997.0,26,Delfzijl,,,,,,,,
483,GM0010,2013.0,12023.0,4,Delfzijl,,,,,,,,
484,GM0010,2013.25,12027.0,-77,Delfzijl,,,,,,,,
485,GM0010,2013.5,11950.0,107,Delfzijl,,,,,,,,
486,GM0010,2013.75,12057.0,177,Delfzijl,,,,,,,,
487,GM0010,2014.0,12234.0,-5,Delfzijl,,,,,,,,
488,GM0010,2014.25,12229.0,5,Delfzijl,,,,,,,,
489,GM0010,2014.5,12234.0,-7,Delfzijl,,,,,,,,
490,GM0010,2014.75,12227.0,6,Delfzijl,,,,,,,,
491,GM0010,2015.0,12233.0,-1,Delfzijl,,,,,,,,
492,GM0010,2015.25,12232.0,7,Delfzijl,,,,,,,,
493,GM0010,2015.5,12239.0,6,Delfzijl,,,,,,,,
494,GM0010,2015.75,12245.0,0,Delfzijl,,,,,,,,
495,GM0010,2016.0,12245.0,28,Delfzijl,,,,,,,,
496,GM0010,2016.25,12273.0,-20,Delfzijl,,,,,,,,
497,GM0010,2016.5,12253.0,-14,Delfzijl,,,,,,,,
498,GM0010,2016.75,12239.0,-2,Delfzijl,,,,,,,,
499,GM0010,2017.0,12237.0,0,Delfzijl,,,,,,,,
500,GM0010,2017.25,12237.0,-25,Delfzijl,,,,,,,,
501,GM0010,2017.5,12212.0,4,Delfzijl,,,,,,,,
502,GM0010,2017.75,12216.0,19,Delfzijl,,,,,,,,
503,GM0010,2018.0,12235.0,6,Delfzijl,,,,,,,,
504,GM0010,2018.25,12241.0,-54,Delfzijl,,,,,,,,
505,GM0010,2018.5,12187.0,2,Delfzijl,,,,,,,,
506,GM0010,2018.75,12189.0,-1,Delfzijl,,,,,,,,
507,GM0010,2019.0,12188.0,-6,Delfzijl,,,,,,,,
508,GM0010,2019.25,12182.0,10,Delfzijl,,,,,,,,
509,GM0010,2019.5,12192.0,3,Delfzijl,,,,,,,,
510,GM0010,2019.75,12195.0,23,Delfzijl,,,,,,,,
511,GM0010,2020.0,12218.0,5,Delfzijl,,,,,,,,
512,GM0010,2020.25,12223.0,17,Delfzijl,,,,,,,,
513,GM0010,2020.5,12240.0,5,Delfzijl,,,,,,,,
514,GM0010,2020.75,12245.0,12,Delfzijl,,,,,,,,
515,GM0014,1995.25,79001.0,56,Groningen (gemeente),,,,,,,,
516,GM0014,1995.5,79057.0,77,Groningen (gemeente),,,,,,,,
517,GM0014,1995.75,79134.0,-47,Groningen (gemeente),,,,,,,,
518,GM0014,1996.0,79087.0,223,Groningen (gemeente),,,,,,,,
519,GM0014,1996.25,79310.0,-34,Groningen (gemeente),,,,,,,,
520,GM0014,1996.5,79276.0,204,Groningen (gemeente),,,,,,,,
521,GM0014,1996.75,79480.0,108,Groningen (gemeente),,,,,,,,
522,GM0014,1997.0,79588.0,160,Groningen (gemeente),,,,,,,,
523,GM0014,1997.25,79763.0,342,Groningen (gemeente),,,,,,,,
524,GM0014,1997.5,80105.0,412,Groningen (gemeente),,,,,,,,
525,GM0014,1997.75,80517.0,43,Groningen (gemeente),,,,,,,,
526,GM0014,1998.0,80560.0,603,Groningen (gemeente),,,,,,,,
527,GM0014,1998.25,81157.0,-43,Groningen (gemeente),,,,,,,,
528,GM0014,1998.5,81114.0,138,Groningen (gemeente),,,,,,,,
529,GM0014,1998.75,81252.0,192,Groningen (gemeente),,,,,,,,
530,GM0014,1999.0,81444.0,227,Groningen (gemeente),,,,,,,,
531,GM0014,1999.25,81672.0,132,Groningen (gemeente),,,,,,,,
532,GM0014,1999.5,81804.0,87,Groningen (gemeente),,,,,,,,
533,GM0014,1999.75,81891.0,-231,Groningen (gemeente),,,,,,,,
534,GM0014,2000.0,81660.0,350,Groningen (gemeente),,,,,,,,
535,GM0014,2000.25,81998.0,-36,Groningen (gemeente),,,,,,,,
536,GM0014,2000.5,81962.0,36,Groningen (gemeente),,,,,,,,
537,GM0014,2000.75,81998.0,50,Groningen (gemeente),,,,,,,,
538,GM0014,2001.0,82048.0,140,Groningen (gemeente),,,,,,,,
539,GM0014,2001.25,81638.0,-616,Groningen (gemeente),,,,,,,,
540,GM0014,2001.5,81022.0,439,Groningen (gemeente),,,,,,,,
541,GM0014,2001.75,81461.0,232,Groningen (gemeente),,,,,,,,
542,GM0014,2002.0,81693.0,-356,Groningen (gemeente),,,,,,,,
543,GM0014,2002.25,81997.0,-272,Groningen (gemeente),,,,,,,,
544,GM0014,2002.5,81725.0,148,Groningen (gemeente),,,,,,,,
545,GM0014,2002.75,81873.0,289,Groningen (gemeente),,,,,,,,
546,GM0014,2003.0,82162.0,524,Groningen (gemeente),,,,,,,,
547,GM0014,2003.25,82691.0,-81,Groningen (gemeente),,,,,,,,
548,GM0014,2003.5,82610.0,145,Groningen (gemeente),,,,,,,,
549,GM0014,2003.75,82755.0,5,Groningen (gemeente),,,,,,,,
550,GM0014,2004.0,82760.0,177,Groningen (gemeente),,,,,,,,
551,GM0014,2004.25,82935.0,-,Groningen (gemeente),,,,,,,,
552,GM0014,2004.5,82935.0,168,Groningen (gemeente),,,,,,,,
553,GM0014,2004.75,83103.0,-5,Groningen (gemeente),,,,,,,,
554,GM0014,2005.0,83098.0,-35,Groningen (gemeente),,,,,,,,
555,GM0014,2005.25,83057.0,-138,Groningen (gemeente),,,,,,,,
556,GM0014,2005.5,82919.0,15,Groningen (gemeente),,,,,,,,
557,GM0014,2005.75,82934.0,-339,Groningen (gemeente),,,,,,,,
558,GM0014,2006.0,82595.0,118,Groningen (gemeente),,,,,,,,
559,GM0014,2006.25,82721.0,59,Groningen (gemeente),,,,,,,,
560,GM0014,2006.5,82780.0,58,Groningen (gemeente),,,,,,,,
561,GM0014,2006.75,82838.0,47,Groningen (gemeente),,,,,,,,
562,GM0014,2007.0,82885.0,-49,Groningen (gemeente),,,,,,,,
563,GM0014,2007.25,82849.0,50,Groningen (gemeente),,,,,,,,
564,GM0014,2007.5,82899.0,37,Groningen (gemeente),,,,,,,,
565,GM0014,2007.75,82936.0,83,Groningen (gemeente),,,,,,,,
566,GM0014,2008.0,83019.0,357,Groningen (gemeente),,,,,,,,
567,GM0014,2008.25,83640.0,-29,Groningen (gemeente),,,,,,,,
568,GM0014,2008.5,83611.0,-16,Groningen (gemeente),,,,,,,,
569,GM0014,2008.75,83595.0,168,Groningen (gemeente),,,,,,,,
570,GM0014,2009.0,83763.0,418,Groningen (gemeente),,,,,,,,
571,GM0014,2009.25,84180.0,183,Groningen (gemeente),,,,,,,,
572,GM0014,2009.5,84363.0,320,Groningen (gemeente),,,,,,,,
573,GM0014,2009.75,84683.0,196,Groningen (gemeente),,,,,,,,
574,GM0014,2010.0,84879.0,238,Groningen (gemeente),,,,,,,,
575,GM0014,2010.25,85204.0,-113,Groningen (gemeente),,,,,,,,
576,GM0014,2010.5,85091.0,215,Groningen (gemeente),,,,,,,,
577,GM0014,2010.75,85306.0,-15,Groningen (gemeente),,,,,,,,
578,GM0014,2011.0,85291.0,447,Groningen (gemeente),,,,,,,,
579,GM0014,2011.25,85784.0,8,Groningen (gemeente),,,,,,,,
580,GM0014,2011.5,85792.0,471,Groningen (gemeente),,,,,,,,
581,GM0014,2011.75,86263.0,-13,Groningen (gemeente),,,,,,,,
582,GM0014,2012.0,86250.0,142,Groningen (gemeente),,,,,,,,
583,GM0014,2012.25,93324.0,229,Groningen (gemeente),,,,,,,,
584,GM0014,2012.5,93553.0,585,Groningen (gemeente),,,,,,,,
585,GM0014,2012.75,94138.0,134,Groningen (gemeente),,,,,,,,
586,GM0014,2013.0,94272.0,1019,Groningen (gemeente),,,,,,,,
587,GM0014,2013.25,95291.0,453,Groningen (gemeente),,,,,,,,
588,GM0014,2013.5,95744.0,648,Groningen (gemeente),,,,,,,,
589,GM0014,2013.75,96392.0,519,Groningen (gemeente),,,,,,,,
590,GM0014,2014.0,96911.0,120,Groningen (gemeente),,,,,,,,
591,GM0014,2014.25,97031.0,597,Groningen (gemeente),,,,,,,,
592,GM0014,2014.5,97628.0,196,Groningen (gemeente),,,,,,,,
593,GM0014,2014.75,97824.0,-274,Groningen (gemeente),,,,,,,,
594,GM0014,2015.0,97550.0,355,Groningen (gemeente),,,,,,,,
595,GM0014,2015.25,97905.0,351,Groningen (gemeente),,,,,,,,
596,GM0014,2015.5,98256.0,495,Groningen (gemeente),,,,,,,,
597,GM0014,2015.75,98751.0,287,Groningen (gemeente),,,,,,,,
598,GM0014,2016.0,99038.0,212,Groningen (gemeente),,,,,,,,
599,GM0014,2016.25,99250.0,276,Groningen (gemeente),,,,,,,,
600,GM0014,2016.5,99526.0,177,Groningen (gemeente),,,,,,,,
601,GM0014,2016.75,99703.0,866,Groningen (gemeente),,,,,,,,
602,GM0014,2017.0,100569.0,259,Groningen (gemeente),,,,,,,,
603,GM0014,2017.25,101169.0,535,Groningen (gemeente),,,,,,,,
604,GM0014,2017.5,101704.0,-1572,Groningen (gemeente),,,,,,,,
605,GM0014,2017.75,100132.0,547,Groningen (gemeente),,,,,,,,
606,GM0014,2018.0,100679.0,267,Groningen (gemeente),,,,,,,,
607,GM0014,2018.25,100946.0,171,Groningen (gemeente),,,,,,,,
608,GM0014,2018.5,101117.0,644,Groningen (gemeente),,,,,,,,
609,GM0014,2018.75,101761.0,520,Groningen (gemeente),,,,,,,,
610,GM0014,2019.0,102281.0,281,Groningen (gemeente),,,,,,,,
611,GM0014,2019.25,114733.0,139,Groningen (gemeente),,,,,,,,
612,GM0014,2019.5,114872.0,462,Groningen (gemeente),,,,,,,,
613,GM0014,2019.75,115334.0,441,Groningen (gemeente),,,,,,,,
614,GM0014,2020.0,115775.0,670,Groningen (gemeente),,,,,,,,
615,GM0014,2020.25,116445.0,1431,Groningen (gemeente),,,,,,,,
616,GM0014,2020.5,117876.0,374,Groningen (gemeente),,,,,,,,
617,GM0014,2020.75,118250.0,388,Groningen (gemeente),,,,,,,,
618,GM0015,1995.25,4008.0,16,Grootegast,,,,,,,,
619,GM0015,1995.5,4024.0,36,Grootegast,,,,,,,,
620,GM0015,1995.75,4060.0,60,Grootegast,,,,,,,,
621,GM0015,1996.0,4120.0,20,Grootegast,,,,,,,,
622,GM0015,1996.25,4133.0,16,Grootegast,,,,,,,,
623,GM0015,1996.5,4149.0,10,Grootegast,,,,,,,,
624,GM0015,1996.75,4159.0,26,Grootegast,,,,,,,,
625,GM0015,1997.0,4185.0,55,Grootegast,,,,,,,,
626,GM0015,1997.25,4232.0,-2,Grootegast,,,,,,,,
627,GM0015,1997.5,4230.0,11,Grootegast,,,,,,,,
628,GM0015,1997.75,4241.0,12,Grootegast,,,,,,,,
629,GM0015,1998.0,4253.0,3,Grootegast,,,,,,,,
630,GM0015,1998.25,4256.0,0,Grootegast,,,,,,,,
631,GM0015,1998.5,4256.0,13,Grootegast,,,,,,,,
632,GM0015,1998.75,4269.0,14,Grootegast,,,,,,,,
633,GM0015,1999.0,4283.0,13,Grootegast,,,,,,,,
634,GM0015,1999.25,4296.0,10,Grootegast,,,,,,,,
635,GM0015,1999.5,4306.0,4,Grootegast,,,,,,,,
636,GM0015,1999.75,4310.0,2,Grootegast,,,,,,,,
637,GM0015,2000.0,4312.0,22,Grootegast,,,,,,,,
638,GM0015,2000.25,4331.0,-1,Grootegast,,,,,,,,
639,GM0015,2000.5,4330.0,9,Grootegast,,,,,,,,
640,GM0015,2000.75,4339.0,11,Grootegast,,,,,,,,
641,GM0015,2001.0,4350.0,1,Grootegast,,,,,,,,
642,GM0015,2001.25,4352.0,3,Grootegast,,,,,,,,
643,GM0015,2001.5,4355.0,-8,Grootegast,,,,,,,,
644,GM0015,2001.75,4347.0,5,Grootegast,,,,,,,,
645,GM0015,2002.0,4352.0,7,Grootegast,,,,,,,,
646,GM0015,2002.25,4360.0,6,Grootegast,,,,,,,,
647,GM0015,2002.5,4366.0,-,Grootegast,,,,,,,,
648,GM0015,2002.75,4366.0,17,Grootegast,,,,,,,,
649,GM0015,2003.0,4383.0,4,Grootegast,,,,,,,,
650,GM0015,2003.25,4386.0,5,Grootegast,,,,,,,,
651,GM0015,2003.5,4391.0,5,Grootegast,,,,,,,,
652,GM0015,2003.75,4396.0,-,Grootegast,,,,,,,,
653,GM0015,2004.0,4396.0,1,Grootegast,,,,,,,,
654,GM0015,2004.25,4384.0,-,Grootegast,,,,,,,,
655,GM0015,2004.5,4384.0,2,Grootegast,,,,,,,,
656,GM0015,2004.75,4386.0,4,Grootegast,,,,,,,,
657,GM0015,2005.0,4390.0,-,Grootegast,,,,,,,,
658,GM0015,2005.25,4389.0,20,Grootegast,,,,,,,,
659,GM0015,2005.5,4409.0,-,Grootegast,,,,,,,,
660,GM0015,2005.75,4409.0,0,Grootegast,,,,,,,,
661,GM0015,2006.0,4409.0,19,Grootegast,,,,,,,,
662,GM0015,2006.25,4426.0,-,Grootegast,,,,,,,,
663,GM0015,2006.5,4426.0,31,Grootegast,,,,,,,,
664,GM0015,2006.75,4457.0,-,Grootegast,,,,,,,,
665,GM0015,2007.0,4457.0,23,Grootegast,,,,,,,,
666,GM0015,2007.25,4479.0,-,Grootegast,,,,,,,,
667,GM0015,2007.5,4479.0,-,Grootegast,,,,,,,,
668,GM0015,2007.75,4479.0,4,Grootegast,,,,,,,,
669,GM0015,2008.0,4483.0,74,Grootegast,,,,,,,,
670,GM0015,2008.25,4615.0,-,Grootegast,,,,,,,,
671,GM0015,2008.5,4615.0,-,Grootegast,,,,,,,,
672,GM0015,2008.75,4615.0,-,Grootegast,,,,,,,,
673,GM0015,2009.0,4615.0,17,Grootegast,,,,,,,,
674,GM0015,2009.25,4634.0,2,Grootegast,,,,,,,,
675,GM0015,2009.5,4636.0,3,Grootegast,,,,,,,,
676,GM0015,2009.75,4639.0,3,Grootegast,,,,,,,,
677,GM0015,2010.0,4642.0,1,Grootegast,,,,,,,,
678,GM0015,2010.25,4652.0,-,Grootegast,,,,,,,,
679,GM0015,2010.5,4652.0,-,Grootegast,,,,,,,,
680,GM0015,2010.75,4652.0,-,Grootegast,,,,,,,,
681,GM0015,2011.0,4652.0,3,Grootegast,,,,,,,,
682,GM0015,2011.25,4655.0,-,Grootegast,,,,,,,,
683,GM0015,2011.5,4655.0,58,Grootegast,,,,,,,,
684,GM0015,2011.75,4713.0,13,Grootegast,,,,,,,,
685,GM0015,2012.0,4726.0,59,Grootegast,,,,,,,,
686,GM0015,2012.25,4699.0,48,Grootegast,,,,,,,,
687,GM0015,2012.5,4747.0,77,Grootegast,,,,,,,,
688,GM0015,2012.75,4824.0,-3,Grootegast,,,,,,,,
689,GM0015,2013.0,4821.0,4,Grootegast,,,,,,,,
690,GM0015,2013.25,4825.0,2,Grootegast,,,,,,,,
691,GM0015,2013.5,4827.0,0,Grootegast,,,,,,,,
692,GM0015,2013.75,4827.0,25,Grootegast,,,,,,,,
693,GM0015,2014.0,4852.0,5,Grootegast,,,,,,,,
694,GM0015,2014.25,4857.0,3,Grootegast,,,,,,,,
695,GM0015,2014.5,4860.0,6,Grootegast,,,,,,,,
696,GM0015,2014.75,4866.0,2,Grootegast,,,,,,,,
697,GM0015,2015.0,4868.0,70,Grootegast,,,,,,,,
698,GM0015,2015.25,4938.0,-11,Grootegast,,,,,,,,
699,GM0015,2015.5,4927.0,8,Grootegast,,,,,,,,
700,GM0015,2015.75,4935.0,2,Grootegast,,,,,,,,
701,GM0015,2016.0,4937.0,9,Grootegast,,,,,,,,
702,GM0015,2016.25,4946.0,6,Grootegast,,,,,,,,
703,GM0015,2016.5,4952.0,9,Grootegast,,,,,,,,
704,GM0015,2016.75,4961.0,17,Grootegast,,,,,,,,
705,GM0015,2017.0,4978.0,4,Grootegast,,,,,,,,
706,GM0015,2017.25,4982.0,1,Grootegast,,,,,,,,
707,GM0015,2017.5,4983.0,2,Grootegast,,,,,,,,
708,GM0015,2017.75,4985.0,8,Grootegast,,,,,,,,
709,GM0015,2018.0,4993.0,14,Grootegast,,,,,,,,
710,GM0015,2018.25,5007.0,-4,Grootegast,,,,,,,,
711,GM0015,2018.5,5003.0,-2,Grootegast,,,,,,,,
712,GM0015,2018.75,5001.0,24,Grootegast,,,,,,,,
713,GM0015,2019.0,5025.0,20,Grootegast,,,,,,,,
714,GM0015,2019.25,,,Grootegast,,,,,,,,
715,GM0015,2019.5,,,Grootegast,,,,,,,,
716,GM0015,2019.75,,,Grootegast,,,,,,,,
717,GM0015,2020.0,,,Grootegast,,,,,,,,
718,GM0015,2020.25,,,Grootegast,,,,,,,,
719,GM0015,2020.5,,,Grootegast,,,,,,,,
720,GM0015,2020.75,,,Grootegast,,,,,,,,
721,GM0017,1995.25,7858.0,-,Haren,,,,,,,,
722,GM0017,1995.5,7858.0,4,Haren,,,,,,,,
723,GM0017,1995.75,7862.0,-,Haren,,,,,,,,
724,GM0017,1996.0,7862.0,17,Haren,,,,,,,,
725,GM0017,1996.25,7877.0,11,Haren,,,,,,,,
726,GM0017,1996.5,7888.0,-,Haren,,,,,,,,
727,GM0017,1996.75,7888.0,-,Haren,,,,,,,,
728,GM0017,1997.0,7888.0,120,Haren,,,,,,,,
729,GM0017,1997.25,8008.0,36,Haren,,,,,,,,
730,GM0017,1997.5,8044.0,1,Haren,,,,,,,,
731,GM0017,1997.75,8045.0,1,Haren,,,,,,,,
732,GM0017,1998.0,8046.0,10,Haren,,,,,,,,
733,GM0017,1998.25,8065.0,15,Haren,,,,,,,,
734,GM0017,1998.5,8080.0,5,Haren,,,,,,,,
735,GM0017,1998.75,8085.0,-18,Haren,,,,,,,,
736,GM0017,1999.0,8067.0,42,Haren,,,,,,,,
737,GM0017,1999.25,8089.0,14,Haren,,,,,,,,
738,GM0017,1999.5,8103.0,-1,Haren,,,,,,,,
739,GM0017,1999.75,8102.0,42,Haren,,,,,,,,
740,GM0017,2000.0,8144.0,1,Haren,,,,,,,,
741,GM0017,2000.25,8130.0,1,Haren,,,,,,,,
742,GM0017,2000.5,8131.0,-,Haren,,,,,,,,
743,GM0017,2000.75,8131.0,-,Haren,,,,,,,,
744,GM0017,2001.0,8131.0,3,Haren,,,,,,,,
745,GM0017,2001.25,8134.0,-2,Haren,,,,,,,,
746,GM0017,2001.5,8132.0,-7,Haren,,,,,,,,
747,GM0017,2001.75,8125.0,-,Haren,,,,,,,,
748,GM0017,2002.0,8125.0,-23,Haren,,,,,,,,
749,GM0017,2002.25,8107.0,2,Haren,,,,,,,,
750,GM0017,2002.5,8109.0,12,Haren,,,,,,,,
751,GM0017,2002.75,8121.0,11,Haren,,,,,,,,
752,GM0017,2003.0,8132.0,3,Haren,,,,,,,,
753,GM0017,2003.25,8298.0,7,Haren,,,,,,,,
754,GM0017,2003.5,8305.0,4,Haren,,,,,,,,
755,GM0017,2003.75,8309.0,3,Haren,,,,,,,,
756,GM0017,2004.0,8312.0,-15,Haren,,,,,,,,
757,GM0017,2004.25,8274.0,-,Haren,,,,,,,,
758,GM0017,2004.5,8274.0,47,Haren,,,,,,,,
759,GM0017,2004.75,8321.0,16,Haren,,,,,,,,
760,GM0017,2005.0,8337.0,2,Haren,,,,,,,,
761,GM0017,2005.25,8320.0,-,Haren,,,,,,,,
762,GM0017,2005.5,8320.0,17,Haren,,,,,,,,
763,GM0017,2005.75,8337.0,32,Haren,,,,,,,,
764,GM0017,2006.0,8369.0,22,Haren,,,,,,,,
765,GM0017,2006.25,8366.0,-17,Haren,,,,,,,,
766,GM0017,2006.5,8349.0,3,Haren,,,,,,,,
767,GM0017,2006.75,8352.0,21,Haren,,,,,,,,
768,GM0017,2007.0,8373.0,-13,Haren,,,,,,,,
769,GM0017,2007.25,8378.0,-,Haren,,,,,,,,
770,GM0017,2007.5,8378.0,3,Haren,,,,,,,,
771,GM0017,2007.75,8381.0,3,Haren,,,,,,,,
772,GM0017,2008.0,8384.0,15,Haren,,,,,,,,
773,GM0017,2008.25,8388.0,-,Haren,,,,,,,,
774,GM0017,2008.5,8388.0,4,Haren,,,,,,,,
775,GM0017,2008.75,8392.0,6,Haren,,,,,,,,
776,GM0017,2009.0,8398.0,8,Haren,,,,,,,,
777,GM0017,2009.25,8396.0,2,Haren,,,,,,,,
778,GM0017,2009.5,8398.0,-,Haren,,,,,,,,
779,GM0017,2009.75,8398.0,13,Haren,,,,,,,,
780,GM0017,2010.0,8411.0,36,Haren,,,,,,,,
781,GM0017,2010.25,8446.0,-7,Haren,,,,,,,,
782,GM0017,2010.5,8439.0,1,Haren,,,,,,,,
783,GM0017,2010.75,8440.0,2,Haren,,,,,,,,
784,GM0017,2011.0,8442.0,0,Haren,,,,,,,,
785,GM0017,2011.25,8441.0,50,Haren,,,,,,,,
786,GM0017,2011.5,8491.0,37,Haren,,,,,,,,
787,GM0017,2011.75,8528.0,11,Haren,,,,,,,,
788,GM0017,2012.0,8539.0,6,Haren,,,,,,,,
789,GM0017,2012.25,8497.0,-1,Haren,,,,,,,,
790,GM0017,2012.5,8496.0,8,Haren,,,,,,,,
791,GM0017,2012.75,8504.0,25,Haren,,,,,,,,
792,GM0017,2013.0,8529.0,2,Haren,,,,,,,,
793,GM0017,2013.25,8531.0,1,Haren,,,,,,,,
794,GM0017,2013.5,8532.0,53,Haren,,,,,,,,
795,GM0017,2013.75,8585.0,42,Haren,,,,,,,,
796,GM0017,2014.0,8627.0,1,Haren,,,,,,,,
797,GM0017,2014.25,8628.0,14,Haren,,,,,,,,
798,GM0017,2014.5,8642.0,-39,Haren,,,,,,,,
799,GM0017,2014.75,8603.0,6,Haren,,,,,,,,
800,GM0017,2015.0,8609.0,6,Haren,,,,,,,,
801,GM0017,2015.25,8615.0,3,Haren,,,,,,,,
802,GM0017,2015.5,8618.0,3,Haren,,,,,,,,
803,GM0017,2015.75,8621.0,10,Haren,,,,,,,,
804,GM0017,2016.0,8631.0,-19,Haren,,,,,,,,
805,GM0017,2016.25,8612.0,61,Haren,,,,,,,,
806,GM0017,2016.5,8673.0,53,Haren,,,,,,,,
807,GM0017,2016.75,8726.0,7,Haren,,,,,,,,
808,GM0017,2017.0,8733.0,5,Haren,,,,,,,,
809,GM0017,2017.25,8738.0,116,Haren,,,,,,,,
810,GM0017,2017.5,8854.0,56,Haren,,,,,,,,
811,GM0017,2017.75,8910.0,5,Haren,,,,,,,,
812,GM0017,2018.0,8915.0,10,Haren,,,,,,,,
813,GM0017,2018.25,8925.0,20,Haren,,,,,,,,
814,GM0017,2018.5,8945.0,7,Haren,,,,,,,,
815,GM0017,2018.75,8952.0,28,Haren,,,,,,,,
816,GM0017,2019.0,8980.0,140,Haren,,,,,,,,
817,GM0017,2019.25,,,Haren,,,,,,,,
818,GM0017,2019.5,,,Haren,,,,,,,,
819,GM0017,2019.75,,,Haren,,,,,,,,
