,RegioS,Perioden,Woningvoorraad,Toevoeging,Toelichting,PrijsindexVerkoopprijzen_1,OntwikkelingTOVVoorgaandePeriode_2,OntwikkelingTOVEenJaarEerder_3,VerkochteWoningen_4,OntwikkelingTOVVoorgaandePeriode_5,OntwikkelingTOVEenJaarEerder_6,GemiddeldeVerkoopprijs_7,TotaleWaardeVerkoopprijzen_8
8091,GM0153,1999.5,62842.0,103,Enschede,,,,,,,,
8092,GM0153,1999.75,62945.0,-,Enschede,,,,,,,,
8093,GM0153,2000.0,62945.0,413,Enschede,,,,,,,,
8094,GM0153,2000.25,63434.0,122,Enschede,,,,,,,,
8095,GM0153,2000.5,63556.0,118,Enschede,,,,,,,,
8096,GM0153,2000.75,63674.0,118,Enschede,,,,,,,,
8097,GM0153,2001.0,63792.0,231,Enschede,,,,,,,,
8098,GM0153,2001.25,63898.0,-74,Enschede,,,,,,,,
8099,GM0153,2001.5,63824.0,117,Enschede,,,,,,,,
8100,GM0153,2001.75,63941.0,34,Enschede,,,,,,,,
8101,GM0153,2002.0,63975.0,334,Enschede,,,,,,,,
8102,GM0153,2002.25,64198.0,-14,Enschede,,,,,,,,
8103,GM0153,2002.5,64184.0,6,Enschede,,,,,,,,
8104,GM0153,2002.75,64190.0,170,Enschede,,,,,,,,
8105,GM0153,2003.0,64360.0,15,Enschede,,,,,,,,
8106,GM0153,2003.25,64383.0,77,Enschede,,,,,,,,
8107,GM0153,2003.5,64460.0,111,Enschede,,,,,,,,
8108,GM0153,2003.75,64571.0,-68,Enschede,,,,,,,,
8109,GM0153,2004.0,64503.0,554,Enschede,,,,,,,,
8110,GM0153,2004.25,64943.0,154,Enschede,,,,,,,,
8111,GM0153,2004.5,65097.0,126,Enschede,,,,,,,,
8112,GM0153,2004.75,65223.0,159,Enschede,,,,,,,,
8113,GM0153,2005.0,65382.0,-11,Enschede,,,,,,,,
8114,GM0153,2005.25,65270.0,696,Enschede,,,,,,,,
8115,GM0153,2005.5,65966.0,-38,Enschede,,,,,,,,
8116,GM0153,2005.75,65928.0,79,Enschede,,,,,,,,
8117,GM0153,2006.0,66007.0,537,Enschede,,,,,,,,
8118,GM0153,2006.25,66123.0,-89,Enschede,,,,,,,,
8119,GM0153,2006.5,66034.0,51,Enschede,,,,,,,,
8120,GM0153,2006.75,66085.0,32,Enschede,,,,,,,,
8121,GM0153,2007.0,66117.0,198,Enschede,,,,,,,,
8122,GM0153,2007.25,66281.0,104,Enschede,,,,,,,,
8123,GM0153,2007.5,66385.0,-44,Enschede,,,,,,,,
8124,GM0153,2007.75,66341.0,125,Enschede,,,,,,,,
8125,GM0153,2008.0,66466.0,641,Enschede,,,,,,,,
8126,GM0153,2008.25,66882.0,104,Enschede,,,,,,,,
8127,GM0153,2008.5,66986.0,203,Enschede,,,,,,,,
8128,GM0153,2008.75,67189.0,172,Enschede,,,,,,,,
8129,GM0153,2009.0,67361.0,423,Enschede,,,,,,,,
8130,GM0153,2009.25,67760.0,97,Enschede,,,,,,,,
8131,GM0153,2009.5,67857.0,91,Enschede,,,,,,,,
8132,GM0153,2009.75,67948.0,18,Enschede,,,,,,,,
8133,GM0153,2010.0,67966.0,168,Enschede,,,,,,,,
8134,GM0153,2010.25,68124.0,115,Enschede,,,,,,,,
8135,GM0153,2010.5,68239.0,56,Enschede,,,,,,,,
8136,GM0153,2010.75,68295.0,117,Enschede,,,,,,,,
8137,GM0153,2011.0,68412.0,134,Enschede,,,,,,,,
8138,GM0153,2011.25,68516.0,236,Enschede,,,,,,,,
8139,GM0153,2011.5,68752.0,-115,Enschede,,,,,,,,
8140,GM0153,2011.75,68637.0,50,Enschede,,,,,,,,
8141,GM0153,2012.0,68687.0,91,Enschede,,,,,,,,
8142,GM0153,2012.25,74142.0,127,Enschede,,,,,,,,
8143,GM0153,2012.5,74269.0,121,Enschede,,,,,,,,
8144,GM0153,2012.75,74390.0,88,Enschede,,,,,,,,
8145,GM0153,2013.0,74478.0,24,Enschede,,,,,,,,
8146,GM0153,2013.25,74502.0,157,Enschede,,,,,,,,
8147,GM0153,2013.5,74659.0,21,Enschede,,,,,,,,
8148,GM0153,2013.75,74680.0,59,Enschede,,,,,,,,
8149,GM0153,2014.0,74739.0,48,Enschede,,,,,,,,
8150,GM0153,2014.25,74787.0,-5,Enschede,,,,,,,,
8151,GM0153,2014.5,74782.0,52,Enschede,,,,,,,,
8152,GM0153,2014.75,74834.0,122,Enschede,,,,,,,,
8153,GM0153,2015.0,74956.0,74,Enschede,,,,,,,,
8154,GM0153,2015.25,75030.0,26,Enschede,,,,,,,,
8155,GM0153,2015.5,75056.0,-175,Enschede,,,,,,,,
8156,GM0153,2015.75,74881.0,169,Enschede,,,,,,,,
8157,GM0153,2016.0,75050.0,6,Enschede,,,,,,,,
8158,GM0153,2016.25,75056.0,-77,Enschede,,,,,,,,
8159,GM0153,2016.5,74979.0,-393,Enschede,,,,,,,,
8160,GM0153,2016.75,74586.0,127,Enschede,,,,,,,,
8161,GM0153,2017.0,74713.0,-149,Enschede,,,,,,,,
8162,GM0153,2017.25,74564.0,-1291,Enschede,,,,,,,,
8163,GM0153,2017.5,73273.0,300,Enschede,,,,,,,,
8164,GM0153,2017.75,73573.0,28,Enschede,,,,,,,,
8165,GM0153,2018.0,73601.0,71,Enschede,,,,,,,,
8166,GM0153,2018.25,73672.0,84,Enschede,,,,,,,,
8167,GM0153,2018.5,73756.0,124,Enschede,,,,,,,,
8168,GM0153,2018.75,73880.0,611,Enschede,,,,,,,,
8169,GM0153,2019.0,74491.0,97,Enschede,,,,,,,,
8170,GM0153,2019.25,74588.0,54,Enschede,,,,,,,,
8171,GM0153,2019.5,74642.0,126,Enschede,,,,,,,,
8172,GM0153,2019.75,74768.0,271,Enschede,,,,,,,,
8173,GM0153,2020.0,75039.0,183,Enschede,,,,,,,,
8174,GM0153,2020.25,75222.0,45,Enschede,,,,,,,,
8175,GM0153,2020.5,75267.0,177,Enschede,,,,,,,,
8176,GM0153,2020.75,75444.0,234,Enschede,,,,,,,,
8177,GM0154,1995.25,2642.0,5,Genemuiden,,,,,,,,
8178,GM0154,1995.5,2647.0,18,Genemuiden,,,,,,,,
8179,GM0154,1995.75,2665.0,7,Genemuiden,,,,,,,,
8180,GM0154,1996.0,2672.0,27,Genemuiden,,,,,,,,
8181,GM0154,1996.25,2699.0,2,Genemuiden,,,,,,,,
8182,GM0154,1996.5,2701.0,3,Genemuiden,,,,,,,,
8183,GM0154,1996.75,2704.0,-,Genemuiden,,,,,,,,
8184,GM0154,1997.0,2704.0,-1,Genemuiden,,,,,,,,
8185,GM0154,1997.25,2703.0,8,Genemuiden,,,,,,,,
8186,GM0154,1997.5,2711.0,87,Genemuiden,,,,,,,,
8187,GM0154,1997.75,2798.0,4,Genemuiden,,,,,,,,
8188,GM0154,1998.0,2802.0,15,Genemuiden,,,,,,,,
8189,GM0154,1998.25,2815.0,3,Genemuiden,,,,,,,,
8190,GM0154,1998.5,2818.0,11,Genemuiden,,,,,,,,
8191,GM0154,1998.75,2829.0,57,Genemuiden,,,,,,,,
8192,GM0154,1999.0,2886.0,44,Genemuiden,,,,,,,,
8193,GM0154,1999.25,2929.0,10,Genemuiden,,,,,,,,
8194,GM0154,1999.5,2939.0,12,Genemuiden,,,,,,,,
8195,GM0154,1999.75,2951.0,17,Genemuiden,,,,,,,,
8196,GM0154,2000.0,2968.0,16,Genemuiden,,,,,,,,
8197,GM0154,2000.25,2983.0,2,Genemuiden,,,,,,,,
8198,GM0154,2000.5,2985.0,-,Genemuiden,,,,,,,,
8199,GM0154,2000.75,2985.0,-,Genemuiden,,,,,,,,
8200,GM0154,2001.0,2985.0,-,Genemuiden,,,,,,,,
8201,GM0154,2001.25,,,Genemuiden,,,,,,,,
8202,GM0154,2001.5,,,Genemuiden,,,,,,,,
8203,GM0154,2001.75,,,Genemuiden,,,,,,,,
8204,GM0154,2002.0,,,Genemuiden,,,,,,,,
8205,GM0154,2002.25,,,Genemuiden,,,,,,,,
8206,GM0154,2002.5,,,Genemuiden,,,,,,,,
8207,GM0154,2002.75,,,Genemuiden,,,,,,,,
8208,GM0154,2003.0,,,Genemuiden,,,,,,,,
8209,GM0154,2003.25,,,Genemuiden,,,,,,,,
8210,GM0154,2003.5,,,Genemuiden,,,,,,,,
8211,GM0154,2003.75,,,Genemuiden,,,,,,,,
8212,GM0154,2004.0,,,Genemuiden,,,,,,,,
8213,GM0154,2004.25,,,Genemuiden,,,,,,,,
8214,GM0154,2004.5,,,Genemuiden,,,,,,,,
8215,GM0154,2004.75,,,Genemuiden,,,,,,,,
8216,GM0154,2005.0,,,Genemuiden,,,,,,,,
8217,GM0154,2005.25,,,Genemuiden,,,,,,,,
8218,GM0154,2005.5,,,Genemuiden,,,,,,,,
8219,GM0154,2005.75,,,Genemuiden,,,,,,,,
8220,GM0154,2006.0,,,Genemuiden,,,,,,,,
8221,GM0154,2006.25,,,Genemuiden,,,,,,,,
8222,GM0154,2006.5,,,Genemuiden,,,,,,,,
8223,GM0154,2006.75,,,Genemuiden,,,,,,,,
8224,GM0154,2007.0,,,Genemuiden,,,,,,,,
8225,GM0154,2007.25,,,Genemuiden,,,,,,,,
8226,GM0154,2007.5,,,Genemuiden,,,,,,,,
8227,GM0154,2007.75,,,Genemuiden,,,,,,,,
8228,GM0154,2008.0,,,Genemuiden,,,,,,,,
8229,GM0154,2008.25,,,Genemuiden,,,,,,,,
8230,GM0154,2008.5,,,Genemuiden,,,,,,,,
8231,GM0154,2008.75,,,Genemuiden,,,,,,,,
8232,GM0154,2009.0,,,Genemuiden,,,,,,,,
8233,GM0154,2009.25,,,Genemuiden,,,,,,,,
8234,GM0154,2009.5,,,Genemuiden,,,,,,,,
8235,GM0154,2009.75,,,Genemuiden,,,,,,,,
8236,GM0154,2010.0,,,Genemuiden,,,,,,,,
8237,GM0154,2010.25,,,Genemuiden,,,,,,,,
8238,GM0154,2010.5,,,Genemuiden,,,,,,,,
8239,GM0154,2010.75,,,Genemuiden,,,,,,,,
8240,GM0154,2011.0,,,Genemuiden,,,,,,,,
8241,GM0154,2011.25,,,Genemuiden,,,,,,,,
8242,GM0154,2011.5,,,Genemuiden,,,,,,,,
8243,GM0154,2011.75,,,Genemuiden,,,,,,,,
8244,GM0154,2012.0,,,Genemuiden,,,,,,,,
8245,GM0156,1995.25,4857.0,-,Goor,,,,,,,,
8246,GM0156,1995.5,4857.0,-,Goor,,,,,,,,
8247,GM0156,1995.75,4857.0,38,Goor,,,,,,,,
8248,GM0156,1996.0,4895.0,5,Goor,,,,,,,,
8249,GM0156,1996.25,4897.0,-,Goor,,,,,,,,
8250,GM0156,1996.5,4897.0,41,Goor,,,,,,,,
8251,GM0156,1996.75,4938.0,25,Goor,,,,,,,,
8252,GM0156,1997.0,4963.0,8,Goor,,,,,,,,
8253,GM0156,1997.25,4971.0,-,Goor,,,,,,,,
8254,GM0156,1997.5,4971.0,-,Goor,,,,,,,,
8255,GM0156,1997.75,4971.0,45,Goor,,,,,,,,
8256,GM0156,1998.0,5016.0,41,Goor,,,,,,,,
8257,GM0156,1998.25,5056.0,-,Goor,,,,,,,,
8258,GM0156,1998.5,5056.0,-,Goor,,,,,,,,
8259,GM0156,1998.75,5056.0,-,Goor,,,,,,,,
8260,GM0156,1999.0,5056.0,37,Goor,,,,,,,,
8261,GM0156,1999.25,5093.0,-,Goor,,,,,,,,
8262,GM0156,1999.5,5093.0,-,Goor,,,,,,,,
8263,GM0156,1999.75,5093.0,-,Goor,,,,,,,,
8264,GM0156,2000.0,5093.0,27,Goor,,,,,,,,
8265,GM0156,2000.25,5121.0,-,Goor,,,,,,,,
8266,GM0156,2000.5,5121.0,-,Goor,,,,,,,,
8267,GM0156,2000.75,5121.0,-,Goor,,,,,,,,
8268,GM0156,2001.0,5121.0,3,Goor,,,,,,,,
8269,GM0156,2001.25,,,Goor,,,,,,,,
8270,GM0156,2001.5,,,Goor,,,,,,,,
8271,GM0156,2001.75,,,Goor,,,,,,,,
8272,GM0156,2002.0,,,Goor,,,,,,,,
8273,GM0156,2002.25,,,Goor,,,,,,,,
8274,GM0156,2002.5,,,Goor,,,,,,,,
8275,GM0156,2002.75,,,Goor,,,,,,,,
8276,GM0156,2003.0,,,Goor,,,,,,,,
8277,GM0156,2003.25,,,Goor,,,,,,,,
8278,GM0156,2003.5,,,Goor,,,,,,,,
8279,GM0156,2003.75,,,Goor,,,,,,,,
8280,GM0156,2004.0,,,Goor,,,,,,,,
8281,GM0156,2004.25,,,Goor,,,,,,,,
8282,GM0156,2004.5,,,Goor,,,,,,,,
8283,GM0156,2004.75,,,Goor,,,,,,,,
8284,GM0156,2005.0,,,Goor,,,,,,,,
8285,GM0156,2005.25,,,Goor,,,,,,,,
8286,GM0156,2005.5,,,Goor,,,,,,,,
8287,GM0156,2005.75,,,Goor,,,,,,,,
8288,GM0156,2006.0,,,Goor,,,,,,,,
8289,GM0156,2006.25,,,Goor,,,,,,,,
8290,GM0156,2006.5,,,Goor,,,,,,,,
8291,GM0156,2006.75,,,Goor,,,,,,,,
8292,GM0156,2007.0,,,Goor,,,,,,,,
8293,GM0156,2007.25,,,Goor,,,,,,,,
8294,GM0156,2007.5,,,Goor,,,,,,,,
8295,GM0156,2007.75,,,Goor,,,,,,,,
8296,GM0156,2008.0,,,Goor,,,,,,,,
8297,GM0156,2008.25,,,Goor,,,,,,,,
8298,GM0156,2008.5,,,Goor,,,,,,,,
8299,GM0156,2008.75,,,Goor,,,,,,,,
8300,GM0156,2009.0,,,Goor,,,,,,,,
8301,GM0156,2009.25,,,Goor,,,,,,,,
8302,GM0156,2009.5,,,Goor,,,,,,,,
8303,GM0156,2009.75,,,Goor,,,,,,,,
8304,GM0156,2010.0,,,Goor,,,,,,,,
8305,GM0156,2010.25,,,Goor,,,,,,,,
8306,GM0156,2010.5,,,Goor,,,,,,,,
8307,GM0156,2010.75,,,Goor,,,,,,,,
8308,GM0156,2011.0,,,Goor,,,,,,,,
8309,GM0156,2011.25,,,Goor,,,,,,,,
8310,GM0156,2011.5,,,Goor,,,,,,,,
8311,GM0156,2011.75,,,Goor,,,,,,,,
8312,GM0156,2012.0,,,Goor,,,,,,,,
8313,GM0157,1995.25,2163.0,2,Gramsbergen,,,,,,,,
8314,GM0157,1995.5,2165.0,3,Gramsbergen,,,,,,,,
8315,GM0157,1995.75,2168.0,2,Gramsbergen,,,,,,,,
8316,GM0157,1996.0,2170.0,6,Gramsbergen,,,,,,,,
8317,GM0157,1996.25,2180.0,3,Gramsbergen,,,,,,,,
8318,GM0157,1996.5,2183.0,4,Gramsbergen,,,,,,,,
8319,GM0157,1996.75,2187.0,13,Gramsbergen,,,,,,,,
8320,GM0157,1997.0,2200.0,52,Gramsbergen,,,,,,,,
8321,GM0157,1997.25,2248.0,22,Gramsbergen,,,,,,,,
8322,GM0157,1997.5,2270.0,18,Gramsbergen,,,,,,,,
8323,GM0157,1997.75,2288.0,15,Gramsbergen,,,,,,,,
8324,GM0157,1998.0,2303.0,2,Gramsbergen,,,,,,,,
8325,GM0157,1998.25,2305.0,1,Gramsbergen,,,,,,,,
8326,GM0157,1998.5,2306.0,4,Gramsbergen,,,,,,,,
8327,GM0157,1998.75,2310.0,15,Gramsbergen,,,,,,,,
8328,GM0157,1999.0,2325.0,-,Gramsbergen,,,,,,,,
8329,GM0157,1999.25,2326.0,4,Gramsbergen,,,,,,,,
8330,GM0157,1999.5,2330.0,0,Gramsbergen,,,,,,,,
8331,GM0157,1999.75,2330.0,1,Gramsbergen,,,,,,,,
8332,GM0157,2000.0,2331.0,7,Gramsbergen,,,,,,,,
8333,GM0157,2000.25,2338.0,-1,Gramsbergen,,,,,,,,
8334,GM0157,2000.5,2337.0,-,Gramsbergen,,,,,,,,
8335,GM0157,2000.75,2337.0,3,Gramsbergen,,,,,,,,
8336,GM0157,2001.0,2340.0,0,Gramsbergen,,,,,,,,
8337,GM0157,2001.25,,,Gramsbergen,,,,,,,,
8338,GM0157,2001.5,,,Gramsbergen,,,,,,,,
8339,GM0157,2001.75,,,Gramsbergen,,,,,,,,
8340,GM0157,2002.0,,,Gramsbergen,,,,,,,,
8341,GM0157,2002.25,,,Gramsbergen,,,,,,,,
8342,GM0157,2002.5,,,Gramsbergen,,,,,,,,
8343,GM0157,2002.75,,,Gramsbergen,,,,,,,,
8344,GM0157,2003.0,,,Gramsbergen,,,,,,,,
8345,GM0157,2003.25,,,Gramsbergen,,,,,,,,
8346,GM0157,2003.5,,,Gramsbergen,,,,,,,,
8347,GM0157,2003.75,,,Gramsbergen,,,,,,,,
8348,GM0157,2004.0,,,Gramsbergen,,,,,,,,
8349,GM0157,2004.25,,,Gramsbergen,,,,,,,,
8350,GM0157,2004.5,,,Gramsbergen,,,,,,,,
8351,GM0157,2004.75,,,Gramsbergen,,,,,,,,
8352,GM0157,2005.0,,,Gramsbergen,,,,,,,,
8353,GM0157,2005.25,,,Gramsbergen,,,,,,,,
8354,GM0157,2005.5,,,Gramsbergen,,,,,,,,
8355,GM0157,2005.75,,,Gramsbergen,,,,,,,,
8356,GM0157,2006.0,,,Gramsbergen,,,,,,,,
8357,GM0157,2006.25,,,Gramsbergen,,,,,,,,
8358,GM0157,2006.5,,,Gramsbergen,,,,,,,,
8359,GM0157,2006.75,,,Gramsbergen,,,,,,,,
8360,GM0157,2007.0,,,Gramsbergen,,,,,,,,
8361,GM0157,2007.25,,,Gramsbergen,,,,,,,,
8362,GM0157,2007.5,,,Gramsbergen,,,,,,,,
8363,GM0157,2007.75,,,Gramsbergen,,,,,,,,
8364,GM0157,2008.0,,,Gramsbergen,,,,,,,,
8365,GM0157,2008.25,,,Gramsbergen,,,,,,,,
8366,GM0157,2008.5,,,Gramsbergen,,,,,,,,
8367,GM0157,2008.75,,,Gramsbergen,,,,,,,,
8368,GM0157,2009.0,,,Gramsbergen,,,,,,,,
8369,GM0157,2009.25,,,Gramsbergen,,,,,,,,
8370,GM0157,2009.5,,,Gramsbergen,,,,,,,,
8371,GM0157,2009.75,,,Gramsbergen,,,,,,,,
8372,GM0157,2010.0,,,Gramsbergen,,,,,,,,
8373,GM0157,2010.25,,,Gramsbergen,,,,,,,,
8374,GM0157,2010.5,,,Gramsbergen,,,,,,,,
8375,GM0157,2010.75,,,Gramsbergen,,,,,,,,
8376,GM0157,2011.0,,,Gramsbergen,,,,,,,,
8377,GM0157,2011.25,,,Gramsbergen,,,,,,,,
8378,GM0157,2011.5,,,Gramsbergen,,,,,,,,
8379,GM0157,2011.75,,,Gramsbergen,,,,,,,,
8380,GM0157,2012.0,,,Gramsbergen,,,,,,,,
8381,GM0158,1995.25,8303.0,7,Haaksbergen,,,,,,,,
8382,GM0158,1995.5,8310.0,60,Haaksbergen,,,,,,,,
8383,GM0158,1995.75,8370.0,37,Haaksbergen,,,,,,,,
8384,GM0158,1996.0,8407.0,54,Haaksbergen,,,,,,,,
8385,GM0158,1996.25,8451.0,42,Haaksbergen,,,,,,,,
8386,GM0158,1996.5,8493.0,10,Haaksbergen,,,,,,,,
8387,GM0158,1996.75,8503.0,33,Haaksbergen,,,,,,,,
8388,GM0158,1997.0,8536.0,38,Haaksbergen,,,,,,,,
8389,GM0158,1997.25,8558.0,22,Haaksbergen,,,,,,,,
8390,GM0158,1997.5,8580.0,36,Haaksbergen,,,,,,,,
8391,GM0158,1997.75,8616.0,13,Haaksbergen,,,,,,,,
8392,GM0158,1998.0,8629.0,17,Haaksbergen,,,,,,,,
8393,GM0158,1998.25,8644.0,45,Haaksbergen,,,,,,,,
8394,GM0158,1998.5,8689.0,133,Haaksbergen,,,,,,,,
8395,GM0158,1998.75,8822.0,-,Haaksbergen,,,,,,,,
8396,GM0158,1999.0,8822.0,15,Haaksbergen,,,,,,,,
8397,GM0158,1999.25,8812.0,-,Haaksbergen,,,,,,,,
8398,GM0158,1999.5,8812.0,2,Haaksbergen,,,,,,,,
8399,GM0158,1999.75,8814.0,-,Haaksbergen,,,,,,,,
8400,GM0158,2000.0,8814.0,188,Haaksbergen,,,,,,,,
8401,GM0158,2000.25,8992.0,-,Haaksbergen,,,,,,,,
8402,GM0158,2000.5,8992.0,-,Haaksbergen,,,,,,,,
8403,GM0158,2000.75,8992.0,88,Haaksbergen,,,,,,,,
8404,GM0158,2001.0,9080.0,45,Haaksbergen,,,,,,,,
8405,GM0158,2001.25,9118.0,17,Haaksbergen,,,,,,,,
8406,GM0158,2001.5,9135.0,-,Haaksbergen,,,,,,,,
8407,GM0158,2001.75,9135.0,9,Haaksbergen,,,,,,,,
8408,GM0158,2002.0,9144.0,-19,Haaksbergen,,,,,,,,
8409,GM0158,2002.25,9124.0,-,Haaksbergen,,,,,,,,
8410,GM0158,2002.5,9124.0,-,Haaksbergen,,,,,,,,
8411,GM0158,2002.75,9124.0,-,Haaksbergen,,,,,,,,
8412,GM0158,2003.0,9124.0,20,Haaksbergen,,,,,,,,
8413,GM0158,2003.25,9143.0,-,Haaksbergen,,,,,,,,
8414,GM0158,2003.5,9143.0,-,Haaksbergen,,,,,,,,
8415,GM0158,2003.75,9143.0,-,Haaksbergen,,,,,,,,
8416,GM0158,2004.0,9143.0,154,Haaksbergen,,,,,,,,
8417,GM0158,2004.25,9297.0,-,Haaksbergen,,,,,,,,
8418,GM0158,2004.5,9297.0,-,Haaksbergen,,,,,,,,
8419,GM0158,2004.75,9297.0,-,Haaksbergen,,,,,,,,
8420,GM0158,2005.0,9297.0,109,Haaksbergen,,,,,,,,
8421,GM0158,2005.25,9403.0,-,Haaksbergen,,,,,,,,
8422,GM0158,2005.5,9403.0,-,Haaksbergen,,,,,,,,
8423,GM0158,2005.75,9403.0,-,Haaksbergen,,,,,,,,
8424,GM0158,2006.0,9403.0,49,Haaksbergen,,,,,,,,
8425,GM0158,2006.25,9451.0,-,Haaksbergen,,,,,,,,
8426,GM0158,2006.5,9451.0,-,Haaksbergen,,,,,,,,
8427,GM0158,2006.75,9451.0,-,Haaksbergen,,,,,,,,
8428,GM0158,2007.0,9451.0,77,Haaksbergen,,,,,,,,
8429,GM0158,2007.25,9525.0,36,Haaksbergen,,,,,,,,
8430,GM0158,2007.5,9561.0,91,Haaksbergen,,,,,,,,
8431,GM0158,2007.75,9652.0,25,Haaksbergen,,,,,,,,
8432,GM0158,2008.0,9677.0,-,Haaksbergen,,,,,,,,
8433,GM0158,2008.25,9671.0,-,Haaksbergen,,,,,,,,
8434,GM0158,2008.5,9671.0,3,Haaksbergen,,,,,,,,
8435,GM0158,2008.75,9674.0,8,Haaksbergen,,,,,,,,
8436,GM0158,2009.0,9682.0,-22,Haaksbergen,,,,,,,,
8437,GM0158,2009.25,9675.0,-,Haaksbergen,,,,,,,,
8438,GM0158,2009.5,9675.0,-,Haaksbergen,,,,,,,,
8439,GM0158,2009.75,9675.0,-,Haaksbergen,,,,,,,,
8440,GM0158,2010.0,9675.0,46,Haaksbergen,,,,,,,,
8441,GM0158,2010.25,9719.0,-,Haaksbergen,,,,,,,,
8442,GM0158,2010.5,9719.0,-,Haaksbergen,,,,,,,,
8443,GM0158,2010.75,9719.0,-,Haaksbergen,,,,,,,,
8444,GM0158,2011.0,9719.0,7,Haaksbergen,,,,,,,,
8445,GM0158,2011.25,9722.0,-,Haaksbergen,,,,,,,,
8446,GM0158,2011.5,9722.0,-,Haaksbergen,,,,,,,,
8447,GM0158,2011.75,9722.0,-,Haaksbergen,,,,,,,,
8448,GM0158,2012.0,9722.0,53,Haaksbergen,,,,,,,,
8449,GM0158,2012.25,9790.0,1,Haaksbergen,,,,,,,,
8450,GM0158,2012.5,9791.0,1,Haaksbergen,,,,,,,,
8451,GM0158,2012.75,9792.0,-2,Haaksbergen,,,,,,,,
8452,GM0158,2013.0,9790.0,114,Haaksbergen,,,,,,,,
8453,GM0158,2013.25,9904.0,18,Haaksbergen,,,,,,,,
8454,GM0158,2013.5,9922.0,130,Haaksbergen,,,,,,,,
8455,GM0158,2013.75,10052.0,-12,Haaksbergen,,,,,,,,
8456,GM0158,2014.0,10040.0,32,Haaksbergen,,,,,,,,
8457,GM0158,2014.25,10072.0,9,Haaksbergen,,,,,,,,
8458,GM0158,2014.5,10082.0,15,Haaksbergen,,,,,,,,
8459,GM0158,2014.75,10097.0,18,Haaksbergen,,,,,,,,
8460,GM0158,2015.0,10115.0,19,Haaksbergen,,,,,,,,
8461,GM0158,2015.25,10134.0,10,Haaksbergen,,,,,,,,
8462,GM0158,2015.5,10144.0,5,Haaksbergen,,,,,,,,
8463,GM0158,2015.75,10149.0,3,Haaksbergen,,,,,,,,
8464,GM0158,2016.0,10152.0,10,Haaksbergen,,,,,,,,
8465,GM0158,2016.25,10162.0,18,Haaksbergen,,,,,,,,
8466,GM0158,2016.5,10180.0,-4,Haaksbergen,,,,,,,,
8467,GM0158,2016.75,10176.0,10,Haaksbergen,,,,,,,,
8468,GM0158,2017.0,10186.0,9,Haaksbergen,,,,,,,,
8469,GM0158,2017.25,10195.0,26,Haaksbergen,,,,,,,,
8470,GM0158,2017.5,10221.0,27,Haaksbergen,,,,,,,,
8471,GM0158,2017.75,10248.0,12,Haaksbergen,,,,,,,,
8472,GM0158,2018.0,10260.0,55,Haaksbergen,,,,,,,,
8473,GM0158,2018.25,10315.0,3,Haaksbergen,,,,,,,,
8474,GM0158,2018.5,10318.0,7,Haaksbergen,,,,,,,,
8475,GM0158,2018.75,10325.0,12,Haaksbergen,,,,,,,,
8476,GM0158,2019.0,10337.0,73,Haaksbergen,,,,,,,,
8477,GM0158,2019.25,10410.0,8,Haaksbergen,,,,,,,,
8478,GM0158,2019.5,10418.0,19,Haaksbergen,,,,,,,,
8479,GM0158,2019.75,10437.0,39,Haaksbergen,,,,,,,,
8480,GM0158,2020.0,10476.0,21,Haaksbergen,,,,,,,,
8481,GM0158,2020.25,10497.0,42,Haaksbergen,,,,,,,,
8482,GM0158,2020.5,10539.0,21,Haaksbergen,,,,,,,,
8483,GM0158,2020.75,10560.0,10,Haaksbergen,,,,,,,,
8484,GM0159,1995.25,4973.0,-3,Den Ham,,,,,,,,
8485,GM0159,1995.5,4970.0,10,Den Ham,,,,,,,,
8486,GM0159,1995.75,4980.0,16,Den Ham,,,,,,,,
8487,GM0159,1996.0,4996.0,60,Den Ham,,,,,,,,
8488,GM0159,1996.25,5051.0,46,Den Ham,,,,,,,,
8489,GM0159,1996.5,5097.0,5,Den Ham,,,,,,,,
8490,GM0159,1996.75,5102.0,39,Den Ham,,,,,,,,
8491,GM0159,1997.0,5141.0,20,Den Ham,,,,,,,,
8492,GM0159,1997.25,5164.0,13,Den Ham,,,,,,,,
8493,GM0159,1997.5,5177.0,9,Den Ham,,,,,,,,
8494,GM0159,1997.75,5186.0,3,Den Ham,,,,,,,,
8495,GM0159,1998.0,5189.0,6,Den Ham,,,,,,,,
8496,GM0159,1998.25,5197.0,5,Den Ham,,,,,,,,
8497,GM0159,1998.5,5202.0,-2,Den Ham,,,,,,,,
8498,GM0159,1998.75,5200.0,20,Den Ham,,,,,,,,
8499,GM0159,1999.0,5220.0,14,Den Ham,,,,,,,,
8500,GM0159,1999.25,5234.0,35,Den Ham,,,,,,,,
8501,GM0159,1999.5,5269.0,41,Den Ham,,,,,,,,
8502,GM0159,1999.75,5310.0,9,Den Ham,,,,,,,,
8503,GM0159,2000.0,5319.0,6,Den Ham,,,,,,,,
8504,GM0159,2000.25,5325.0,14,Den Ham,,,,,,,,
8505,GM0159,2000.5,5339.0,4,Den Ham,,,,,,,,
8506,GM0159,2000.75,5343.0,1,Den Ham,,,,,,,,
8507,GM0159,2001.0,5344.0,30,Den Ham,,,,,,,,
8508,GM0159,2001.25,,,Den Ham,,,,,,,,
8509,GM0159,2001.5,,,Den Ham,,,,,,,,
